-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2010 through 12/31/2024 in LST
Location: Latitude  -33.8697   Longitude 151.198 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 31.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2014,4,16,0,80.42
2014,4,16,1,80.16
2014,4,16,2,79.83
2014,4,16,3,79.79
2014,4,16,4,79.76
2014,4,16,5,79.99
2014,4,16,6,80.27
2014,4,16,7,78.87
2014,4,16,8,76.69
2014,4,16,9,73.78
2014,4,16,10,70.7
2014,4,16,11,67.75
2014,4,16,12,66.01
2014,4,16,13,65.28
2014,4,16,14,65.15
2014,4,16,15,65.42
2014,4,16,16,66.66
2014,4,16,17,69.68
2014,4,16,18,70.96
2014,4,16,19,71.48
2014,4,16,20,72.18
2014,4,16,21,73.77
2014,4,16,22,75.36
2014,4,16,23,76.88
2014,4,17,0,77.72
2014,4,17,1,78.14
2014,4,17,2,78.69
2014,4,17,3,79.44
2014,4,17,4,80.28
2014,4,17,5,81.0
2014,4,17,6,81.23
2014,4,17,7,77.9
2014,4,17,8,73.54
2014,4,17,9,69.6
2014,4,17,10,66.89
2014,4,17,11,64.9
2014,4,17,12,63.79
2014,4,17,13,63.49
2014,4,17,14,63.67
2014,4,17,15,64.25
2014,4,17,16,66.37
2014,4,17,17,70.39
2014,4,17,18,72.1
2014,4,17,19,72.98
2014,4,17,20,73.75
2014,4,17,21,75.07
2014,4,17,22,77.2
2014,4,17,23,79.73
2014,4,18,0,81.88
2014,4,18,1,82.74
2014,4,18,2,82.37
2014,4,18,3,81.58
2014,4,18,4,80.87
2014,4,18,5,80.38
2014,4,18,6,80.28
2014,4,18,7,77.98
2014,4,18,8,72.54
2014,4,18,9,64.88
2014,4,18,10,59.48
2014,4,18,11,55.96
2014,4,18,12,53.82
2014,4,18,13,51.76
2014,4,18,14,50.68
2014,4,18,15,51.26
2014,4,18,16,55.93
2014,4,18,17,59.98
2014,4,18,18,61.58
2014,4,18,19,64.38
2014,4,18,20,66.84
2014,4,18,21,68.73
2014,4,18,22,70.0
2014,4,18,23,72.13
2014,4,19,0,73.78
2014,4,19,1,73.44
2014,4,19,2,74.12
2014,4,19,3,75.22
2014,4,19,4,76.1
2014,4,19,5,77.13
2014,4,19,6,77.6
2014,4,19,7,75.15
2014,4,19,8,70.72
2014,4,19,9,67.37
2014,4,19,10,64.45
2014,4,19,11,62.42
2014,4,19,12,60.72
2014,4,19,13,59.92
2014,4,19,14,59.91
2014,4,19,15,60.74
2014,4,19,16,62.3
2014,4,19,17,65.41
2014,4,19,18,66.68
2014,4,19,19,67.18
2014,4,19,20,67.45
2014,4,19,21,66.94
2014,4,19,22,66.2
2014,4,19,23,66.07
2014,4,20,0,65.98
2014,4,20,1,66.8
2014,4,20,2,68.31
2014,4,20,3,69.04
2014,4,20,4,69.2
2014,4,20,5,69.06
2014,4,20,6,68.62
2014,4,20,7,68.86
2014,4,20,8,64.45
2014,4,20,9,60.63
2014,4,20,10,59.19
2014,4,20,11,58.35
2014,4,20,12,57.53
2014,4,20,13,56.82
2014,4,20,14,56.87
2014,4,20,15,58.92
2014,4,20,16,62.85
2014,4,20,17,67.13
2014,4,20,18,68.71
2014,4,20,19,68.38
2014,4,20,20,68.64
2014,4,20,21,70.3
2014,4,20,22,72.0
2014,4,20,23,72.54
2014,4,21,0,71.4
2014,4,21,1,70.92
2014,4,21,2,71.47
2014,4,21,3,72.18
2014,4,21,4,72.47
2014,4,21,5,72.97
2014,4,21,6,74.63
2014,4,21,7,73.76
2014,4,21,8,70.25
2014,4,21,9,66.84
2014,4,21,10,62.54
2014,4,21,11,58.7
2014,4,21,12,56.26
2014,4,21,13,54.78
2014,4,21,14,54.21
2014,4,21,15,54.54
2014,4,21,16,57.76
2014,4,21,17,60.29
2014,4,21,18,60.98
2014,4,21,19,61.27
2014,4,21,20,60.9
2014,4,21,21,61.44
2014,4,21,22,64.42
2014,4,21,23,68.79
2014,4,22,0,73.92
2014,4,22,1,77.42
2014,4,22,2,79.84
2014,4,22,3,80.99
2014,4,22,4,80.9
2014,4,22,5,79.93
2014,4,22,6,78.43
2014,4,22,7,75.32
2014,4,22,8,69.55
2014,4,22,9,64.76
2014,4,22,10,59.89
2014,4,22,11,56.12
2014,4,22,12,53.71
2014,4,22,13,51.71
2014,4,22,14,50.86
2014,4,22,15,51.27
2014,4,22,16,54.19
2014,4,22,17,54.43
2014,4,22,18,57.76
2014,4,22,19,62.61
2014,4,22,20,66.39
2014,4,22,21,69.61
2014,4,22,22,72.89
2014,4,22,23,75.85
2014,4,23,0,79.08
2014,4,23,1,83.04
2014,4,23,2,87.18
2014,4,23,3,90.91
2014,4,23,4,93.7
2014,4,23,5,95.06
2014,4,23,6,95.46
2014,4,23,7,90.89
2014,4,23,8,84.57
2014,4,23,9,77.2
2014,4,23,10,66.9
2014,4,23,11,55.68
2014,4,23,12,50.5
2014,4,23,13,48.27
2014,4,23,14,47.01
2014,4,23,15,47.3
2014,4,23,16,50.39
2014,4,23,17,55.66
2014,4,23,18,58.93
2014,4,23,19,62.42
2014,4,23,20,65.8
2014,4,23,21,68.99
2014,4,23,22,71.78
2014,4,23,23,75.68
2014,4,24,0,80.1
2014,4,24,1,83.36
2014,4,24,2,85.24
2014,4,24,3,86.63
2014,4,24,4,87.27
2014,4,24,5,87.52
2014,4,24,6,87.28
2014,4,24,7,82.6
2014,4,24,8,76.28
2014,4,24,9,70.1
2014,4,24,10,64.42
2014,4,24,11,56.91
2014,4,24,12,57.54
2014,4,24,13,58.45
2014,4,24,14,56.35
2014,4,24,15,54.59
2014,4,24,16,60.05
2014,4,24,17,64.44
2014,4,24,18,67.52
2014,4,24,19,75.18
2014,4,24,20,81.02
2014,4,24,21,84.6
2014,4,24,22,85.67
2014,4,24,23,84.14
2014,4,25,0,82.62
2014,4,25,1,83.1
2014,4,25,2,82.42
2014,4,25,3,81.12
2014,4,25,4,80.36
2014,4,25,5,79.77
2014,4,25,6,79.24
2014,4,25,7,78.36
2014,4,25,8,76.92
2014,4,25,9,75.2
2014,4,25,10,73.32
2014,4,25,11,72.21
2014,4,25,12,71.81
2014,4,25,13,72.29
2014,4,25,14,73.45
2014,4,25,15,74.91
2014,4,25,16,77.41
2014,4,25,17,80.47
2014,4,25,18,82.21
2014,4,25,19,83.34
2014,4,25,20,84.31
2014,4,25,21,85.86
2014,4,25,22,87.26
2014,4,25,23,88.45
2014,4,26,0,89.71
2014,4,26,1,90.71
2014,4,26,2,91.48
2014,4,26,3,92.46
2014,4,26,4,92.99
2014,4,26,5,93.53
2014,4,26,6,93.56
2014,4,26,7,91.78
2014,4,26,8,87.72
2014,4,26,9,80.87
2014,4,26,10,75.15
2014,4,26,11,71.52
2014,4,26,12,68.93
2014,4,26,13,66.15
2014,4,26,14,63.49
2014,4,26,15,63.23
2014,4,26,16,66.08
2014,4,26,17,68.0
2014,4,26,18,69.12
2014,4,26,19,69.62
2014,4,26,20,68.71
2014,4,26,21,67.85
2014,4,26,22,69.14
2014,4,26,23,72.06
2014,4,27,0,75.33
2014,4,27,1,79.55
2014,4,27,2,82.79
2014,4,27,3,84.36
2014,4,27,4,83.42
2014,4,27,5,81.29
2014,4,27,6,79.57
2014,4,27,7,77.45
2014,4,27,8,75.75
2014,4,27,9,74.18
2014,4,27,10,73.74
2014,4,27,11,73.12
2014,4,27,12,72.69
2014,4,27,13,72.48
2014,4,27,14,72.76
2014,4,27,15,73.35
2014,4,27,16,74.78
2014,4,27,17,76.52
2014,4,27,18,76.74
2014,4,27,19,76.12
2014,4,27,20,75.64
2014,4,27,21,75.57
2014,4,27,22,75.4
2014,4,27,23,75.28
2014,4,28,0,75.14
2014,4,28,1,75.81
2014,4,28,2,76.41
2014,4,28,3,76.91
2014,4,28,4,77.07
2014,4,28,5,77.23
2014,4,28,6,77.38
2014,4,28,7,77.76
2014,4,28,8,75.56
2014,4,28,9,73.71
2014,4,28,10,71.35
2014,4,28,11,70.08
2014,4,28,12,69.01
2014,4,28,13,68.34
2014,4,28,14,68.51
2014,4,28,15,69.19
2014,4,28,16,71.29
2014,4,28,17,74.93
2014,4,28,18,76.98
2014,4,28,19,78.35
2014,4,28,20,79.54
2014,4,28,21,80.76
2014,4,28,22,82.39
2014,4,28,23,84.35
2014,4,29,0,85.99
2014,4,29,1,87.56
2014,4,29,2,88.71
2014,4,29,3,89.4
2014,4,29,4,90.82
2014,4,29,5,92.75
2014,4,29,6,93.74
2014,4,29,7,89.65
2014,4,29,8,83.8
2014,4,29,9,75.89
2014,4,29,10,69.3
2014,4,29,11,64.68
2014,4,29,12,61.22
2014,4,29,13,60.06
2014,4,29,14,60.88
2014,4,29,15,63.44
2014,4,29,16,68.91
2014,4,29,17,74.89
2014,4,29,18,79.07
2014,4,29,19,81.18
2014,4,29,20,81.89
2014,4,29,21,82.26
2014,4,29,22,82.73
2014,4,29,23,83.19
2014,4,30,0,83.69
2014,4,30,1,84.42
2014,4,30,2,85.3
2014,4,30,3,87.18
2014,4,30,4,89.91
2014,4,30,5,90.89
2014,4,30,6,91.98
2014,4,30,7,90.1
2014,4,30,8,81.11
2014,4,30,9,69.33
2014,4,30,10,61.51
2014,4,30,11,57.22
2014,4,30,12,53.93
2014,4,30,13,51.41
2014,4,30,14,50.21
2014,4,30,15,50.1
2014,4,30,16,52.51
2014,4,30,17,55.87
2014,4,30,18,58.2
2014,4,30,19,61.38
2014,4,30,20,64.97
2014,4,30,21,68.88
2014,4,30,22,72.49
2014,4,30,23,75.18
2014,5,1,0,76.43
2014,5,1,1,76.85
2014,5,1,2,76.68
2014,5,1,3,76.07
2014,5,1,4,75.52
2014,5,1,5,75.22
2014,5,1,6,74.83
2014,5,1,7,71.57
2014,5,1,8,65.24
2014,5,1,9,60.21
2014,5,1,10,56.27
2014,5,1,11,53.0
2014,5,1,12,49.63
2014,5,1,13,47.49
2014,5,1,14,46.79
2014,5,1,15,47.93
2014,5,1,16,53.4
2014,5,1,17,59.61
2014,5,1,18,63.8
2014,5,1,19,66.96
2014,5,1,20,69.94
2014,5,1,21,72.87
2014,5,1,22,75.83
2014,5,1,23,79.11
2014,5,2,0,81.72
2014,5,2,1,84.02
2014,5,2,2,86.05
2014,5,2,3,87.85
2014,5,2,4,89.66
2014,5,2,5,90.84
2014,5,2,6,90.35
2014,5,2,7,84.04
2014,5,2,8,74.77
2014,5,2,9,67.0
2014,5,2,10,60.85
2014,5,2,11,56.44
2014,5,2,12,52.39
2014,5,2,13,48.12
2014,5,2,14,44.31
2014,5,2,15,42.29
2014,5,2,16,45.67
2014,5,2,17,49.82
2014,5,2,18,54.43
2014,5,2,19,57.41
2014,5,2,20,60.3
2014,5,2,21,62.19
2014,5,2,22,63.25
2014,5,2,23,63.92
2014,5,3,0,64.76
2014,5,3,1,65.22
2014,5,3,2,65.46
2014,5,3,3,66.47
2014,5,3,4,68.58
2014,5,3,5,74.05
2014,5,3,6,81.07
2014,5,3,7,86.07
2014,5,3,8,88.36
2014,5,3,9,87.42
2014,5,3,10,82.97
2014,5,3,11,76.32
2014,5,3,12,70.18
2014,5,3,13,65.92
2014,5,3,14,63.3
2014,5,3,15,62.28
2014,5,3,16,62.63
2014,5,3,17,65.47
2014,5,3,18,70.75
2014,5,3,19,73.48
2014,5,3,20,72.73
2014,5,3,21,71.17
2014,5,3,22,71.99
2014,5,3,23,74.06
2014,5,4,0,78.6
2014,5,4,1,82.26
2014,5,4,2,83.58
2014,5,4,3,84.43
2014,5,4,4,83.87
2014,5,4,5,80.07
2014,5,4,6,77.84
2014,5,4,7,75.53
2014,5,4,8,73.34
2014,5,4,9,70.77
2014,5,4,10,65.69
2014,5,4,11,60.46
2014,5,4,12,56.5
2014,5,4,13,54.14
2014,5,4,14,53.73
2014,5,4,15,54.96
2014,5,4,16,58.42
2014,5,4,17,62.95
2014,5,4,18,65.73
2014,5,4,19,67.78
2014,5,4,20,68.67
2014,5,4,21,68.96
2014,5,4,22,69.5
2014,5,4,23,71.13
2014,5,5,0,73.59
2014,5,5,1,75.55
2014,5,5,2,77.02
2014,5,5,3,78.07
2014,5,5,4,78.67
2014,5,5,5,79.71
2014,5,5,6,80.7
2014,5,5,7,77.83
2014,5,5,8,71.45
2014,5,5,9,64.19
2014,5,5,10,57.15
2014,5,5,11,51.89
2014,5,5,12,48.19
2014,5,5,13,45.19
2014,5,5,14,43.71
2014,5,5,15,43.58
2014,5,5,16,47.33
2014,5,5,17,48.74
2014,5,5,18,54.29
2014,5,5,19,61.28
2014,5,5,20,67.26
2014,5,5,21,70.32
2014,5,5,22,71.21
2014,5,5,23,71.9
2014,5,6,0,72.55
2014,5,6,1,72.76
2014,5,6,2,72.75
2014,5,6,3,72.75
2014,5,6,4,73.39
2014,5,6,5,74.8
2014,5,6,6,76.39
2014,5,6,7,76.08
2014,5,6,8,72.5
2014,5,6,9,69.69
2014,5,6,10,67.05
2014,5,6,11,65.23
2014,5,6,12,63.3
2014,5,6,13,60.95
2014,5,6,14,58.37
2014,5,6,15,57.12
2014,5,6,16,60.13
2014,5,6,17,63.23
2014,5,6,18,64.8
2014,5,6,19,65.45
2014,5,6,20,67.46
2014,5,6,21,69.92
2014,5,6,22,70.95
2014,5,6,23,71.8
2014,5,7,0,72.87
2014,5,7,1,72.78
2014,5,7,2,73.18
2014,5,7,3,73.88
2014,5,7,4,75.11
2014,5,7,5,76.79
2014,5,7,6,78.97
2014,5,7,7,77.26
2014,5,7,8,73.29
2014,5,7,9,69.73
2014,5,7,10,66.69
2014,5,7,11,64.67
2014,5,7,12,63.22
2014,5,7,13,61.81
2014,5,7,14,61.13
2014,5,7,15,61.16
2014,5,7,16,61.78
2014,5,7,17,63.48
2014,5,7,18,63.88
2014,5,7,19,64.06
2014,5,7,20,65.09
2014,5,7,21,66.13
2014,5,7,22,66.98
2014,5,7,23,66.99
2014,5,8,0,67.03
2014,5,8,1,67.27
2014,5,8,2,68.73
2014,5,8,3,70.96
2014,5,8,4,72.16
2014,5,8,5,72.89
2014,5,8,6,73.0
2014,5,8,7,70.66
2014,5,8,8,66.75
2014,5,8,9,63.92
2014,5,8,10,62.67
2014,5,8,11,62.45
2014,5,8,12,62.15
2014,5,8,13,62.17
2014,5,8,14,63.29
2014,5,8,15,64.83
2014,5,8,16,67.27
2014,5,8,17,70.14
2014,5,8,18,70.97
2014,5,8,19,71.25
2014,5,8,20,70.37
2014,5,8,21,70.46
2014,5,8,22,70.32
2014,5,8,23,69.29
2014,5,9,0,68.36
2014,5,9,1,68.86
2014,5,9,2,71.37
2014,5,9,3,72.46
2014,5,9,4,74.13
2014,5,9,5,75.62
2014,5,9,6,76.05
2014,5,9,7,74.19
2014,5,9,8,71.09
2014,5,9,9,69.95
2014,5,9,10,68.39
2014,5,9,11,65.95
2014,5,9,12,63.36
2014,5,9,13,60.58
2014,5,9,14,59.47
2014,5,9,15,60.01
2014,5,9,16,63.89
2014,5,9,17,68.25
2014,5,9,18,70.94
2014,5,9,19,72.42
2014,5,9,20,73.36
2014,5,9,21,75.26
2014,5,9,22,77.48
2014,5,9,23,79.63
2014,5,10,0,82.17
2014,5,10,1,85.1
2014,5,10,2,87.25
2014,5,10,3,88.93
2014,5,10,4,89.69
2014,5,10,5,89.97
2014,5,10,6,90.6
2014,5,10,7,87.9
2014,5,10,8,81.8
2014,5,10,9,76.72
2014,5,10,10,70.4
2014,5,10,11,64.23
2014,5,10,12,59.32
2014,5,10,13,55.51
2014,5,10,14,53.3
2014,5,10,15,54.05
2014,5,10,16,57.35
2014,5,10,17,59.95
2014,5,10,18,63.34
2014,5,10,19,66.43
2014,5,10,20,69.62
2014,5,10,21,73.94
2014,5,10,22,78.32
2014,5,10,23,82.18
2014,5,11,0,85.44
2014,5,11,1,85.92
2014,5,11,2,84.14
2014,5,11,3,85.07
2014,5,11,4,85.24
2014,5,11,5,85.67
2014,5,11,6,85.25
2014,5,11,7,83.12
2014,5,11,8,78.36
2014,5,11,9,73.14
2014,5,11,10,68.33
2014,5,11,11,65.38
2014,5,11,12,64.24
2014,5,11,13,64.37
2014,5,11,14,65.68
2014,5,11,15,67.22
2014,5,11,16,69.78
2014,5,11,17,72.88
2014,5,11,18,73.39
2014,5,11,19,73.28
2014,5,11,20,73.31
2014,5,11,21,73.48
2014,5,11,22,73.61
2014,5,11,23,73.78
2014,5,12,0,74.09
2014,5,12,1,74.97
2014,5,12,2,76.24
2014,5,12,3,77.35
2014,5,12,4,78.51
2014,5,12,5,79.02
2014,5,12,6,78.79
2014,5,12,7,75.9
2014,5,12,8,70.0
2014,5,12,9,66.28
2014,5,12,10,64.92
2014,5,12,11,64.8
2014,5,12,12,64.67
2014,5,12,13,65.12
2014,5,12,14,66.59
2014,5,12,15,68.24
2014,5,12,16,71.12
2014,5,12,17,74.87
2014,5,12,18,76.47
2014,5,12,19,77.1
2014,5,12,20,77.15
2014,5,12,21,77.01
2014,5,12,22,76.7
2014,5,12,23,76.37
2014,5,13,0,76.05
2014,5,13,1,77.08
2014,5,13,2,78.78
2014,5,13,3,80.33
2014,5,13,4,80.65
2014,5,13,5,79.27
2014,5,13,6,78.2
2014,5,13,7,76.77
2014,5,13,8,74.6
2014,5,13,9,72.62
2014,5,13,10,69.07
2014,5,13,11,64.46
2014,5,13,12,61.78
2014,5,13,13,59.75
2014,5,13,14,58.52
2014,5,13,15,59.17
2014,5,13,16,63.45
2014,5,13,17,67.91
2014,5,13,18,71.07
2014,5,13,19,73.37
2014,5,13,20,75.36
2014,5,13,21,77.32
2014,5,13,22,79.38
2014,5,13,23,81.36
2014,5,14,0,83.1
2014,5,14,1,85.75
2014,5,14,2,87.64
2014,5,14,3,89.3
2014,5,14,4,91.61
2014,5,14,5,93.65
2014,5,14,6,95.06
2014,5,14,7,92.39
2014,5,14,8,86.79
2014,5,14,9,80.54
2014,5,14,10,73.78
2014,5,14,11,68.27
2014,5,14,12,63.41
2014,5,14,13,59.78
2014,5,14,14,58.02
2014,5,14,15,58.64
2014,5,14,16,63.0
2014,5,14,17,68.7
2014,5,14,18,73.15
2014,5,14,19,75.94
2014,5,14,20,77.51
2014,5,14,21,78.97
2014,5,14,22,80.27
2014,5,14,23,81.93
2014,5,15,0,84.08
2014,5,15,1,86.04
2014,5,15,2,87.56
2014,5,15,3,88.7
2014,5,15,4,89.43
2014,5,15,5,89.95
2014,5,15,6,90.32
2014,5,15,7,87.44
2014,5,15,8,80.0
2014,5,15,9,73.29
2014,5,15,10,65.33
2014,5,15,11,57.68
2014,5,15,12,52.43
2014,5,15,13,48.09
2014,5,15,14,45.57
2014,5,15,15,45.78
2014,5,15,16,51.63
2014,5,15,17,56.43
2014,5,15,18,61.22
2014,5,15,19,64.99
2014,5,15,20,68.28
2014,5,15,21,71.54
2014,5,15,22,74.65
2014,5,15,23,75.89
2014,5,16,0,75.08
2014,5,16,1,73.97
2014,5,16,2,73.41
2014,5,16,3,73.46
2014,5,16,4,73.94
2014,5,16,5,74.81
2014,5,16,6,75.79
2014,5,16,7,75.98
2014,5,16,8,74.29
2014,5,16,9,70.54
2014,5,16,10,60.77
2014,5,16,11,45.85
2014,5,16,12,40.15
2014,5,16,13,36.41
2014,5,16,14,34.26
2014,5,16,15,35.09
2014,5,16,16,41.78
2014,5,16,17,47.62
2014,5,16,18,53.79
2014,5,16,19,60.88
2014,5,16,20,67.76
2014,5,16,21,72.44
2014,5,16,22,75.67
2014,5,16,23,78.24
2014,5,17,0,80.53
2014,5,17,1,82.48
2014,5,17,2,83.95
2014,5,17,3,84.3
2014,5,17,4,84.31
2014,5,17,5,85.03
2014,5,17,6,86.55
2014,5,17,7,86.11
2014,5,17,8,79.79
2014,5,17,9,67.88
2014,5,17,10,60.54
2014,5,17,11,53.81
2014,5,17,12,47.52
2014,5,17,13,42.67
2014,5,17,14,40.63
2014,5,17,15,41.56
2014,5,17,16,47.76
2014,5,17,17,53.77
2014,5,17,18,60.91
2014,5,17,19,66.32
2014,5,17,20,69.39
2014,5,17,21,71.24
2014,5,17,22,73.08
2014,5,17,23,75.42
2014,5,18,0,77.22
2014,5,18,1,78.67
2014,5,18,2,79.56
2014,5,18,3,80.76
2014,5,18,4,81.81
2014,5,18,5,82.81
2014,5,18,6,83.86
2014,5,18,7,83.52
2014,5,18,8,80.41
2014,5,18,9,77.11
2014,5,18,10,73.39
2014,5,18,11,69.77
2014,5,18,12,64.65
2014,5,18,13,62.09
2014,5,18,14,61.76
2014,5,18,15,62.89
2014,5,18,16,64.59
2014,5,18,17,66.4
2014,5,18,18,67.66
2014,5,18,19,69.01
2014,5,18,20,70.59
2014,5,18,21,71.92
2014,5,18,22,73.4
2014,5,18,23,74.76
2014,5,19,0,76.32
2014,5,19,1,78.6
2014,5,19,2,81.8
2014,5,19,3,84.46
2014,5,19,4,86.5
2014,5,19,5,88.15
2014,5,19,6,89.4
2014,5,19,7,88.26
2014,5,19,8,82.77
2014,5,19,9,75.37
2014,5,19,10,64.93
2014,5,19,11,56.32
2014,5,19,12,49.99
2014,5,19,13,47.23
2014,5,19,14,47.7
2014,5,19,15,53.19
2014,5,19,16,53.3
2014,5,19,17,49.05
2014,5,19,18,52.08
2014,5,19,19,55.5
2014,5,19,20,61.06
2014,5,19,21,66.45
2014,5,19,22,70.36
2014,5,19,23,72.72
2014,5,20,0,74.37
2014,5,20,1,76.06
2014,5,20,2,77.9
2014,5,20,3,80.2
2014,5,20,4,82.22
2014,5,20,5,82.67
2014,5,20,6,82.59
2014,5,20,7,81.06
2014,5,20,8,77.03
2014,5,20,9,72.53
2014,5,20,10,65.92
2014,5,20,11,57.75
2014,5,20,12,52.6
2014,5,20,13,52.17
2014,5,20,14,56.59
2014,5,20,15,59.29
2014,5,20,16,63.34
2014,5,20,17,59.11
2014,5,20,18,58.44
2014,5,20,19,62.24
2014,5,20,20,65.21
2014,5,20,21,67.54
2014,5,20,22,69.49
2014,5,20,23,72.34
2014,5,21,0,75.11
2014,5,21,1,77.72
2014,5,21,2,80.63
2014,5,21,3,83.26
2014,5,21,4,85.32
2014,5,21,5,86.96
2014,5,21,6,88.66
2014,5,21,7,88.54
2014,5,21,8,83.26
2014,5,21,9,75.9
2014,5,21,10,71.43
2014,5,21,11,68.54
2014,5,21,12,66.53
2014,5,21,13,65.33
2014,5,21,14,64.61
2014,5,21,15,65.18
2014,5,21,16,69.52
2014,5,21,17,74.46
2014,5,21,18,77.69
2014,5,21,19,79.24
2014,5,21,20,80.62
2014,5,21,21,83.19
2014,5,21,22,86.66
2014,5,21,23,89.58
2014,5,22,0,89.89
2014,5,22,1,89.52
2014,5,22,2,89.27
2014,5,22,3,89.65
2014,5,22,4,90.34
2014,5,22,5,91.33
2014,5,22,6,92.49
2014,5,22,7,91.5
2014,5,22,8,86.17
2014,5,22,9,78.28
2014,5,22,10,63.19
2014,5,22,11,54.4
2014,5,22,12,48.89
2014,5,22,13,45.87
2014,5,22,14,50.66
2014,5,22,15,55.72
2014,5,22,16,60.19
2014,5,22,17,59.28
2014,5,22,18,58.14
2014,5,22,19,57.88
2014,5,22,20,59.87
2014,5,22,21,63.86
2014,5,22,22,66.81
2014,5,22,23,69.48
2014,5,23,0,70.87
2014,5,23,1,71.75
2014,5,23,2,73.14
2014,5,23,3,74.97
2014,5,23,4,76.66
2014,5,23,5,78.3
2014,5,23,6,80.17
2014,5,23,7,79.72
2014,5,23,8,75.03
2014,5,23,9,69.46
2014,5,23,10,61.93
2014,5,23,11,55.53
2014,5,23,12,54.09
2014,5,23,13,57.75
2014,5,23,14,58.14
2014,5,23,15,59.11
2014,5,23,16,63.86
2014,5,23,17,65.73
2014,5,23,18,63.94
2014,5,23,19,63.33
2014,5,23,20,64.04
2014,5,23,21,65.67
2014,5,23,22,68.57
2014,5,23,23,72.33
2014,5,24,0,75.72
2014,5,24,1,78.66
2014,5,24,2,80.65
2014,5,24,3,81.17
2014,5,24,4,81.0
2014,5,24,5,80.77
2014,5,24,6,80.48
2014,5,24,7,78.88
2014,5,24,8,73.74
2014,5,24,9,65.74
2014,5,24,10,59.11
2014,5,24,11,55.89
2014,5,24,12,54.9
2014,5,24,13,54.56
2014,5,24,14,54.86
2014,5,24,15,56.53
2014,5,24,16,62.34
2014,5,24,17,67.83
2014,5,24,18,71.21
2014,5,24,19,73.05
2014,5,24,20,71.65
2014,5,24,21,68.38
2014,5,24,22,68.43
2014,5,24,23,71.55
2014,5,25,0,74.62
2014,5,25,1,76.12
2014,5,25,2,78.0
2014,5,25,3,80.51
2014,5,25,4,82.37
2014,5,25,5,84.92
2014,5,25,6,86.99
2014,5,25,7,86.61
2014,5,25,8,81.39
2014,5,25,9,72.74
2014,5,25,10,65.83
2014,5,25,11,60.3
2014,5,25,12,56.84
2014,5,25,13,56.92
2014,5,25,14,57.61
2014,5,25,15,58.53
2014,5,25,16,62.04
2014,5,25,17,66.9
2014,5,25,18,70.65
2014,5,25,19,71.41
2014,5,25,20,72.02
2014,5,25,21,72.29
2014,5,25,22,72.94
2014,5,25,23,73.99
2014,5,26,0,76.43
2014,5,26,1,78.36
2014,5,26,2,79.76
2014,5,26,3,81.87
2014,5,26,4,84.53
2014,5,26,5,86.07
2014,5,26,6,87.41
2014,5,26,7,86.96
2014,5,26,8,81.15
2014,5,26,9,73.25
2014,5,26,10,66.47
2014,5,26,11,60.32
2014,5,26,12,55.78
2014,5,26,13,54.98
2014,5,26,14,55.43
2014,5,26,15,56.54
2014,5,26,16,61.34
2014,5,26,17,69.27
2014,5,26,18,75.77
2014,5,26,19,78.73
2014,5,26,20,79.69
2014,5,26,21,81.33
2014,5,26,22,82.63
2014,5,26,23,82.49
2014,5,27,0,83.08
2014,5,27,1,83.11
2014,5,27,2,82.96
2014,5,27,3,83.25
2014,5,27,4,84.11
2014,5,27,5,85.5
2014,5,27,6,86.65
2014,5,27,7,84.93
2014,5,27,8,78.33
2014,5,27,9,69.79
2014,5,27,10,62.8
2014,5,27,11,59.44
2014,5,27,12,57.56
2014,5,27,13,57.02
2014,5,27,14,57.02
2014,5,27,15,57.72
2014,5,27,16,58.68
2014,5,27,17,59.58
2014,5,27,18,60.7
2014,5,27,19,61.7
2014,5,27,20,61.97
2014,5,27,21,62.16
2014,5,27,22,63.38
2014,5,27,23,68.13
2014,5,28,0,74.81
2014,5,28,1,79.07
2014,5,28,2,80.24
2014,5,28,3,80.33
2014,5,28,4,78.35
2014,5,28,5,75.5
2014,5,28,6,73.31
2014,5,28,7,71.14
2014,5,28,8,65.1
2014,5,28,9,58.13
2014,5,28,10,54.72
2014,5,28,11,52.25
2014,5,28,12,50.05
2014,5,28,13,48.07
2014,5,28,14,47.26
2014,5,28,15,48.31
2014,5,28,16,52.05
2014,5,28,17,55.04
2014,5,28,18,57.44
2014,5,28,19,60.54
2014,5,28,20,63.44
2014,5,28,21,65.93
2014,5,28,22,68.43
2014,5,28,23,70.4
2014,5,29,0,71.81
2014,5,29,1,73.61
2014,5,29,2,74.88
2014,5,29,3,76.33
2014,5,29,4,77.76
2014,5,29,5,79.21
2014,5,29,6,80.5
2014,5,29,7,79.95
2014,5,29,8,75.04
2014,5,29,9,71.17
2014,5,29,10,68.13
2014,5,29,11,66.46
2014,5,29,12,66.15
2014,5,29,13,67.28
2014,5,29,14,69.38
2014,5,29,15,71.96
2014,5,29,16,74.57
2014,5,29,17,76.12
2014,5,29,18,75.32
2014,5,29,19,74.06
2014,5,29,20,72.88
2014,5,29,21,71.98
2014,5,29,22,71.82
2014,5,29,23,71.4
2014,5,30,0,71.27
2014,5,30,1,71.81
2014,5,30,2,73.46
