-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2010 through 12/31/2024 in LST
Location: Latitude  -33.8697   Longitude 151.198 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 31.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2018,3,16,14,63.09
2018,3,16,15,64.88
2018,3,16,16,67.29
2018,3,16,17,70.4
2018,3,16,18,74.18
2018,3,16,19,76.8
2018,3,16,20,79.27
2018,3,16,21,81.69
2018,3,16,22,83.83
2018,3,16,23,85.36
2018,3,17,0,86.25
2018,3,17,1,87.27
2018,3,17,2,87.72
2018,3,17,3,87.7
2018,3,17,4,87.21
2018,3,17,5,86.96
2018,3,17,6,85.36
2018,3,17,7,79.8
2018,3,17,8,71.57
2018,3,17,9,63.43
2018,3,17,10,57.27
2018,3,17,11,49.28
2018,3,17,12,46.1
2018,3,17,13,47.6
2018,3,17,14,50.28
2018,3,17,15,54.06
2018,3,17,16,58.48
2018,3,17,17,65.74
2018,3,17,18,75.23
2018,3,17,19,79.78
2018,3,17,20,83.07
2018,3,17,21,86.31
2018,3,17,22,89.57
2018,3,17,23,92.05
2018,3,18,0,93.11
2018,3,18,1,92.28
2018,3,18,2,90.74
2018,3,18,3,89.53
2018,3,18,4,88.32
2018,3,18,5,86.58
2018,3,18,6,81.88
2018,3,18,7,73.9
2018,3,18,8,67.25
2018,3,18,9,59.6
2018,3,18,10,51.02
2018,3,18,11,46.0
2018,3,18,12,43.38
2018,3,18,13,41.9
2018,3,18,14,41.2
2018,3,18,15,41.19
2018,3,18,16,42.1
2018,3,18,17,45.4
2018,3,18,18,48.84
2018,3,18,19,49.78
2018,3,18,20,51.58
2018,3,18,21,55.58
2018,3,18,22,56.79
2018,3,18,23,63.52
2018,3,19,0,73.83
2018,3,19,1,81.04
2018,3,19,2,85.44
2018,3,19,3,86.49
2018,3,19,4,86.03
2018,3,19,5,84.46
2018,3,19,6,81.12
2018,3,19,7,76.45
2018,3,19,8,71.34
2018,3,19,9,65.13
2018,3,19,10,58.47
2018,3,19,11,57.81
2018,3,19,12,53.48
2018,3,19,13,50.53
2018,3,19,14,49.77
2018,3,19,15,51.53
2018,3,19,16,57.6
2018,3,19,17,67.61
2018,3,19,18,80.82
2018,3,19,19,88.4
2018,3,19,20,91.48
2018,3,19,21,93.62
2018,3,19,22,94.3
2018,3,19,23,92.74
2018,3,20,0,89.05
2018,3,20,1,83.08
2018,3,20,2,75.52
2018,3,20,3,68.62
2018,3,20,4,64.77
2018,3,20,5,62.37
2018,3,20,6,61.64
2018,3,20,7,62.02
2018,3,20,8,68.79
2018,3,20,9,73.68
2018,3,20,10,73.99
2018,3,20,11,74.08
2018,3,20,12,74.93
2018,3,20,13,75.79
2018,3,20,14,77.99
2018,3,20,15,81.74
2018,3,20,16,82.26
2018,3,20,17,81.74
2018,3,20,18,81.58
2018,3,20,19,80.42
2018,3,20,20,80.33
2018,3,20,21,81.44
2018,3,20,22,82.68
2018,3,20,23,83.69
2018,3,21,0,83.7
2018,3,21,1,84.29
2018,3,21,2,84.58
2018,3,21,3,84.91
2018,3,21,4,85.1
2018,3,21,5,84.8
2018,3,21,6,83.28
2018,3,21,7,81.71
2018,3,21,8,79.69
2018,3,21,9,77.56
2018,3,21,10,76.91
2018,3,21,11,76.6
2018,3,21,12,75.75
2018,3,21,13,75.01
2018,3,21,14,74.46
2018,3,21,15,74.73
2018,3,21,16,75.0
2018,3,21,17,75.37
2018,3,21,18,75.44
2018,3,21,19,74.92
2018,3,21,20,75.03
2018,3,21,21,76.09
2018,3,21,22,77.11
2018,3,21,23,78.21
2018,3,22,0,79.14
2018,3,22,1,79.68
2018,3,22,2,79.66
2018,3,22,3,79.97
2018,3,22,4,79.74
2018,3,22,5,79.05
2018,3,22,6,77.94
2018,3,22,7,76.46
2018,3,22,8,74.46
2018,3,22,9,71.63
2018,3,22,10,69.24
2018,3,22,11,69.67
2018,3,22,12,70.61
2018,3,22,13,70.8
2018,3,22,14,70.9
2018,3,22,15,70.72
2018,3,22,16,71.66
2018,3,22,17,73.74
2018,3,22,18,75.33
2018,3,22,19,74.89
2018,3,22,20,74.22
2018,3,22,21,74.17
2018,3,22,22,74.63
2018,3,22,23,75.08
2018,3,23,0,74.58
2018,3,23,1,73.43
2018,3,23,2,71.98
2018,3,23,3,71.14
2018,3,23,4,70.3
2018,3,23,5,69.65
2018,3,23,6,68.87
2018,3,23,7,66.95
2018,3,23,8,64.84
2018,3,23,9,62.97
2018,3,23,10,60.97
2018,3,23,11,59.79
2018,3,23,12,59.58
2018,3,23,13,60.07
2018,3,23,14,60.83
2018,3,23,15,61.65
2018,3,23,16,63.1
2018,3,23,17,66.35
2018,3,23,18,70.7
2018,3,23,19,74.09
2018,3,23,20,76.57
2018,3,23,21,78.05
2018,3,23,22,79.68
2018,3,23,23,81.65
2018,3,24,0,83.02
2018,3,24,1,83.98
2018,3,24,2,85.54
2018,3,24,3,87.25
2018,3,24,4,89.11
2018,3,24,5,90.74
2018,3,24,6,91.56
2018,3,24,7,90.4
2018,3,24,8,84.29
2018,3,24,9,76.44
2018,3,24,10,69.59
2018,3,24,11,65.5
2018,3,24,12,65.51
2018,3,24,13,66.68
2018,3,24,14,68.13
2018,3,24,15,69.75
2018,3,24,16,73.44
2018,3,24,17,80.46
2018,3,24,18,87.9
2018,3,24,19,90.83
2018,3,24,20,91.9
2018,3,24,21,92.57
2018,3,24,22,93.38
2018,3,24,23,93.94
2018,3,25,0,94.01
2018,3,25,1,93.39
2018,3,25,2,92.42
2018,3,25,3,91.82
2018,3,25,4,91.11
2018,3,25,5,90.38
2018,3,25,6,87.51
2018,3,25,7,81.09
2018,3,25,8,71.69
2018,3,25,9,64.16
2018,3,25,10,59.26
2018,3,25,11,55.18
2018,3,25,12,52.9
2018,3,25,13,51.79
2018,3,25,14,51.8
2018,3,25,15,52.97
2018,3,25,16,54.78
2018,3,25,17,60.34
2018,3,25,18,66.06
2018,3,25,19,71.53
2018,3,25,20,78.39
2018,3,25,21,80.64
2018,3,25,22,83.72
2018,3,25,23,89.09
2018,3,26,0,94.01
2018,3,26,1,95.04
2018,3,26,2,94.96
2018,3,26,3,94.67
2018,3,26,4,94.31
2018,3,26,5,91.58
2018,3,26,6,83.34
2018,3,26,7,74.42
2018,3,26,8,67.91
2018,3,26,9,60.73
2018,3,26,10,52.99
2018,3,26,11,44.86
2018,3,26,12,37.36
2018,3,26,13,31.49
2018,3,26,14,27.64
2018,3,26,15,25.77
2018,3,26,16,26.18
2018,3,26,17,31.7
2018,3,26,18,38.55
2018,3,26,19,46.09
2018,3,26,20,47.33
2018,3,26,21,47.6
2018,3,26,22,49.47
2018,3,26,23,52.08
2018,3,27,0,55.75
2018,3,27,1,58.57
2018,3,27,2,60.14
2018,3,27,3,61.19
2018,3,27,4,62.76
2018,3,27,5,64.31
2018,3,27,6,65.34
2018,3,27,7,61.67
2018,3,27,8,58.5
2018,3,27,9,54.62
2018,3,27,10,51.08
2018,3,27,11,48.92
2018,3,27,12,48.37
2018,3,27,13,49.33
2018,3,27,14,50.59
2018,3,27,15,52.08
2018,3,27,16,54.8
2018,3,27,17,59.44
2018,3,27,18,64.89
2018,3,27,19,68.43
2018,3,27,20,71.19
2018,3,27,21,73.42
2018,3,27,22,75.73
2018,3,27,23,78.11
2018,3,28,0,80.76
2018,3,28,1,82.9
2018,3,28,2,85.0
2018,3,28,3,86.78
2018,3,28,4,88.27
2018,3,28,5,89.47
2018,3,28,6,87.96
2018,3,28,7,80.9
2018,3,28,8,72.59
2018,3,28,9,65.99
2018,3,28,10,61.98
2018,3,28,11,61.27
2018,3,28,12,62.87
2018,3,28,13,62.21
2018,3,28,14,62.03
2018,3,28,15,63.08
2018,3,28,16,66.36
2018,3,28,17,73.31
2018,3,28,18,81.97
2018,3,28,19,85.87
2018,3,28,20,87.59
2018,3,28,21,89.13
2018,3,28,22,90.73
2018,3,28,23,92.57
2018,3,29,0,94.4
2018,3,29,1,96.11
2018,3,29,2,97.36
2018,3,29,3,97.9
2018,3,29,4,98.08
2018,3,29,5,98.07
2018,3,29,6,96.4
2018,3,29,7,89.59
2018,3,29,8,79.96
2018,3,29,9,72.65
2018,3,29,10,70.18
2018,3,29,11,67.64
2018,3,29,12,65.28
2018,3,29,13,64.45
2018,3,29,14,64.92
2018,3,29,15,66.59
2018,3,29,16,69.49
2018,3,29,17,74.51
2018,3,29,18,81.78
2018,3,29,19,86.61
2018,3,29,20,89.23
2018,3,29,21,91.43
2018,3,29,22,93.27
2018,3,29,23,94.88
2018,3,30,0,96.15
2018,3,30,1,97.28
2018,3,30,2,97.68
2018,3,30,3,97.89
2018,3,30,4,98.15
2018,3,30,5,98.46
2018,3,30,6,96.76
2018,3,30,7,90.08
2018,3,30,8,80.78
2018,3,30,9,73.95
2018,3,30,10,66.67
2018,3,30,11,52.85
2018,3,30,12,44.29
2018,3,30,13,45.38
2018,3,30,14,51.02
2018,3,30,15,57.53
2018,3,30,16,66.1
2018,3,30,17,79.2
2018,3,30,18,90.5
2018,3,30,19,93.51
2018,3,30,20,94.93
2018,3,30,21,94.09
2018,3,30,22,91.79
2018,3,30,23,89.26
2018,3,31,0,87.52
2018,3,31,1,85.89
2018,3,31,2,84.19
2018,3,31,3,82.38
2018,3,31,4,80.94
2018,3,31,5,79.88
2018,3,31,6,78.51
2018,3,31,7,75.97
2018,3,31,8,74.24
2018,3,31,9,72.99
2018,3,31,10,72.12
2018,3,31,11,71.82
2018,3,31,12,71.94
2018,3,31,13,72.67
2018,3,31,14,74.72
2018,3,31,15,76.99
2018,3,31,16,79.65
2018,3,31,17,83.3
2018,3,31,18,87.85
2018,3,31,19,90.28
2018,3,31,20,91.84
2018,3,31,21,93.2
2018,3,31,22,94.91
2018,3,31,23,96.39
2018,4,1,0,97.08
2018,4,1,1,97.38
2018,4,1,2,97.2
2018,4,1,3,97.02
2018,4,1,4,97.11
2018,4,1,5,97.18
2018,4,1,6,95.4
2018,4,1,7,89.2
2018,4,1,8,80.15
2018,4,1,9,72.76
2018,4,1,10,67.62
2018,4,1,11,61.12
2018,4,1,12,55.97
2018,4,1,13,53.83
2018,4,1,14,53.67
2018,4,1,15,55.44
2018,4,1,16,59.87
2018,4,1,17,68.3
2018,4,1,18,75.63
2018,4,1,19,79.77
2018,4,1,20,82.42
2018,4,1,21,84.32
2018,4,1,22,85.78
2018,4,1,23,87.19
2018,4,2,0,88.58
2018,4,2,1,89.03
2018,4,2,2,88.27
2018,4,2,3,86.62
2018,4,2,4,84.45
2018,4,2,5,81.16
2018,4,2,6,77.14
2018,4,2,7,70.09
2018,4,2,8,64.15
2018,4,2,9,60.81
2018,4,2,10,59.35
2018,4,2,11,48.5
2018,4,2,12,41.42
2018,4,2,13,38.46
2018,4,2,14,39.47
2018,4,2,15,47.77
2018,4,2,16,58.3
2018,4,2,17,70.59
2018,4,2,18,82.84
2018,4,2,19,85.49
2018,4,2,20,85.11
2018,4,2,21,83.37
2018,4,2,22,82.37
2018,4,2,23,82.79
2018,4,3,0,82.69
2018,4,3,1,81.48
2018,4,3,2,79.71
2018,4,3,3,78.02
2018,4,3,4,76.9
2018,4,3,5,75.51
2018,4,3,6,73.76
2018,4,3,7,70.89
2018,4,3,8,68.25
2018,4,3,9,65.83
2018,4,3,10,63.71
2018,4,3,11,62.59
2018,4,3,12,62.21
2018,4,3,13,62.68
2018,4,3,14,64.03
2018,4,3,15,66.3
2018,4,3,16,69.0
2018,4,3,17,72.45
2018,4,3,18,75.97
2018,4,3,19,77.61
2018,4,3,20,78.53
2018,4,3,21,79.3
2018,4,3,22,80.01
2018,4,3,23,80.42
2018,4,4,0,80.98
2018,4,4,1,81.81
2018,4,4,2,82.62
2018,4,4,3,83.17
2018,4,4,4,83.45
2018,4,4,5,83.26
2018,4,4,6,82.22
2018,4,4,7,77.8
2018,4,4,8,74.66
2018,4,4,9,71.7
2018,4,4,10,68.73
2018,4,4,11,67.28
2018,4,4,12,67.08
2018,4,4,13,67.55
2018,4,4,14,69.15
2018,4,4,15,71.76
2018,4,4,16,74.86
2018,4,4,17,78.22
2018,4,4,18,81.18
2018,4,4,19,82.66
2018,4,4,20,83.49
2018,4,4,21,83.28
2018,4,4,22,82.5
2018,4,4,23,81.51
2018,4,5,0,80.74
2018,4,5,1,80.08
2018,4,5,2,80.26
2018,4,5,3,80.65
2018,4,5,4,81.62
2018,4,5,5,83.58
2018,4,5,6,86.09
2018,4,5,7,83.92
2018,4,5,8,78.22
2018,4,5,9,71.82
2018,4,5,10,66.82
2018,4,5,11,65.61
2018,4,5,12,63.3
2018,4,5,13,61.51
2018,4,5,14,61.45
2018,4,5,15,62.68
2018,4,5,16,64.74
2018,4,5,17,68.62
2018,4,5,18,73.51
2018,4,5,19,77.19
2018,4,5,20,79.56
2018,4,5,21,81.44
2018,4,5,22,82.94
2018,4,5,23,84.14
2018,4,6,0,84.99
2018,4,6,1,86.03
2018,4,6,2,87.43
2018,4,6,3,88.07
2018,4,6,4,87.61
2018,4,6,5,84.8
2018,4,6,6,83.08
2018,4,6,7,80.29
2018,4,6,8,77.14
2018,4,6,9,74.23
2018,4,6,10,72.43
2018,4,6,11,72.47
2018,4,6,12,72.53
2018,4,6,13,74.0
2018,4,6,14,76.39
2018,4,6,15,78.2
2018,4,6,16,79.35
2018,4,6,17,82.47
2018,4,6,18,86.1
2018,4,6,19,87.27
2018,4,6,20,87.2
2018,4,6,21,86.34
2018,4,6,22,83.81
2018,4,6,23,81.52
2018,4,7,0,79.13
2018,4,7,1,78.03
2018,4,7,2,77.29
2018,4,7,3,76.53
2018,4,7,4,76.04
2018,4,7,5,75.52
2018,4,7,6,74.67
2018,4,7,7,72.3
2018,4,7,8,68.1
2018,4,7,9,64.73
2018,4,7,10,63.65
2018,4,7,11,62.62
2018,4,7,12,60.79
2018,4,7,13,58.61
2018,4,7,14,57.58
2018,4,7,15,57.54
2018,4,7,16,58.79
2018,4,7,17,63.63
2018,4,7,18,69.32
2018,4,7,19,73.35
2018,4,7,20,75.91
2018,4,7,21,77.56
2018,4,7,22,78.11
2018,4,7,23,77.95
2018,4,8,0,77.29
2018,4,8,1,75.82
2018,4,8,2,74.55
2018,4,8,3,74.05
2018,4,8,4,73.38
2018,4,8,5,72.72
2018,4,8,6,72.59
2018,4,8,7,71.27
2018,4,8,8,70.46
2018,4,8,9,67.87
2018,4,8,10,63.64
2018,4,8,11,59.15
2018,4,8,12,56.99
2018,4,8,13,57.68
2018,4,8,14,57.06
2018,4,8,15,57.02
2018,4,8,16,59.24
2018,4,8,17,68.48
2018,4,8,18,76.27
2018,4,8,19,78.69
2018,4,8,20,78.71
2018,4,8,21,78.4
2018,4,8,22,76.42
2018,4,8,23,72.83
2018,4,9,0,68.81
2018,4,9,1,66.84
2018,4,9,2,67.29
2018,4,9,3,68.38
2018,4,9,4,68.04
2018,4,9,5,66.34
2018,4,9,6,64.18
2018,4,9,7,57.93
2018,4,9,8,51.02
2018,4,9,9,45.08
2018,4,9,10,46.23
2018,4,9,11,37.98
2018,4,9,12,37.4
2018,4,9,13,41.04
2018,4,9,14,45.06
2018,4,9,15,50.51
2018,4,9,16,60.1
2018,4,9,17,68.54
2018,4,9,18,74.44
2018,4,9,19,76.01
2018,4,9,20,75.22
2018,4,9,21,74.13
2018,4,9,22,73.7
2018,4,9,23,73.71
2018,4,10,0,73.92
2018,4,10,1,74.3
2018,4,10,2,74.71
2018,4,10,3,75.09
2018,4,10,4,75.18
2018,4,10,5,75.08
2018,4,10,6,74.69
2018,4,10,7,70.14
2018,4,10,8,66.97
2018,4,10,9,64.29
2018,4,10,10,62.03
2018,4,10,11,60.88
2018,4,10,12,60.77
2018,4,10,13,61.87
2018,4,10,14,63.09
2018,4,10,15,64.71
2018,4,10,16,66.51
2018,4,10,17,68.78
2018,4,10,18,70.93
2018,4,10,19,71.91
2018,4,10,20,72.84
2018,4,10,21,73.72
2018,4,10,22,74.7
2018,4,10,23,76.14
2018,4,11,0,78.0
2018,4,11,1,80.72
2018,4,11,2,82.83
2018,4,11,3,84.58
2018,4,11,4,86.05
2018,4,11,5,87.31
2018,4,11,6,87.45
2018,4,11,7,80.99
2018,4,11,8,72.85
2018,4,11,9,66.08
2018,4,11,10,60.99
2018,4,11,11,58.83
2018,4,11,12,58.3
2018,4,11,13,57.74
2018,4,11,14,57.54
2018,4,11,15,58.09
2018,4,11,16,60.43
2018,4,11,17,66.08
2018,4,11,18,71.88
2018,4,11,19,76.7
2018,4,11,20,79.51
2018,4,11,21,81.34
2018,4,11,22,82.44
2018,4,11,23,82.92
2018,4,12,0,82.54
2018,4,12,1,81.91
2018,4,12,2,81.76
2018,4,12,3,82.04
2018,4,12,4,82.68
2018,4,12,5,83.32
2018,4,12,6,83.14
2018,4,12,7,77.03
2018,4,12,8,68.22
2018,4,12,9,57.83
2018,4,12,10,55.08
2018,4,12,11,49.29
2018,4,12,12,46.35
2018,4,12,13,45.54
2018,4,12,14,45.31
2018,4,12,15,45.8
2018,4,12,16,48.16
2018,4,12,17,53.35
2018,4,12,18,55.8
2018,4,12,19,56.83
2018,4,12,20,58.12
2018,4,12,21,59.19
2018,4,12,22,59.28
2018,4,12,23,58.44
2018,4,13,0,57.53
2018,4,13,1,57.07
2018,4,13,2,56.94
2018,4,13,3,56.35
2018,4,13,4,53.68
2018,4,13,5,52.26
2018,4,13,6,51.47
2018,4,13,7,48.24
2018,4,13,8,45.16
2018,4,13,9,47.31
2018,4,13,10,45.3
2018,4,13,11,42.73
2018,4,13,12,40.57
2018,4,13,13,40.71
2018,4,13,14,42.36
2018,4,13,15,44.42
2018,4,13,16,47.69
2018,4,13,17,53.66
2018,4,13,18,57.21
2018,4,13,19,59.43
2018,4,13,20,61.46
2018,4,13,21,63.31
2018,4,13,22,63.7
2018,4,13,23,62.71
2018,4,14,0,63.06
2018,4,14,1,63.99
2018,4,14,2,65.34
2018,4,14,3,66.84
2018,4,14,4,68.09
2018,4,14,5,70.3
2018,4,14,6,73.67
2018,4,14,7,70.67
2018,4,14,8,65.54
2018,4,14,9,58.68
2018,4,14,10,52.02
2018,4,14,11,47.47
2018,4,14,12,44.12
2018,4,14,13,40.64
2018,4,14,14,37.74
2018,4,14,15,35.62
2018,4,14,16,34.89
2018,4,14,17,38.27
2018,4,14,18,40.35
2018,4,14,19,40.73
2018,4,14,20,41.14
2018,4,14,21,41.35
2018,4,14,22,41.64
2018,4,14,23,43.44
2018,4,15,0,48.53
2018,4,15,1,54.62
2018,4,15,2,59.01
2018,4,15,3,60.97
2018,4,15,4,60.96
2018,4,15,5,60.12
2018,4,15,6,58.8
2018,4,15,7,55.1
2018,4,15,8,51.92
2018,4,15,9,48.39
2018,4,15,10,45.41
2018,4,15,11,43.19
2018,4,15,12,42.17
2018,4,15,13,42.08
2018,4,15,14,42.87
2018,4,15,15,43.66
2018,4,15,16,45.15
2018,4,15,17,48.57
2018,4,15,18,51.78
2018,4,15,19,54.07
2018,4,15,20,55.88
2018,4,15,21,57.74
2018,4,15,22,59.56
2018,4,15,23,61.16
2018,4,16,0,62.65
2018,4,16,1,63.87
2018,4,16,2,64.58
2018,4,16,3,65.18
2018,4,16,4,65.83
2018,4,16,5,66.78
2018,4,16,6,67.85
2018,4,16,7,63.84
2018,4,16,8,58.76
2018,4,16,9,55.28
2018,4,16,10,53.45
2018,4,16,11,55.88
2018,4,16,12,54.49
2018,4,16,13,52.1
2018,4,16,14,51.61
2018,4,16,15,52.38
2018,4,16,16,54.54
2018,4,16,17,59.16
2018,4,16,18,60.48
2018,4,16,19,60.94
2018,4,16,20,60.98
2018,4,16,21,60.69
2018,4,16,22,62.49
2018,4,16,23,64.71
2018,4,17,0,66.61
2018,4,17,1,68.4
2018,4,17,2,70.37
2018,4,17,3,72.62
2018,4,17,4,75.0
2018,4,17,5,78.12
2018,4,17,6,81.45
2018,4,17,7,81.62
2018,4,17,8,80.46
2018,4,17,9,76.01
2018,4,17,10,71.09
2018,4,17,11,67.53
2018,4,17,12,64.01
2018,4,17,13,61.54
2018,4,17,14,60.92
2018,4,17,15,61.75
2018,4,17,16,63.78
2018,4,17,17,66.96
2018,4,17,18,69.18
2018,4,17,19,69.93
2018,4,17,20,69.58
2018,4,17,21,69.27
2018,4,17,22,69.17
2018,4,17,23,69.21
2018,4,18,0,69.17
2018,4,18,1,69.16
2018,4,18,2,69.1
2018,4,18,3,69.06
2018,4,18,4,68.74
2018,4,18,5,68.44
2018,4,18,6,68.16
2018,4,18,7,64.08
2018,4,18,8,59.12
2018,4,18,9,55.75
2018,4,18,10,52.97
2018,4,18,11,51.05
2018,4,18,12,50.16
2018,4,18,13,50.24
2018,4,18,14,51.38
2018,4,18,15,53.49
2018,4,18,16,57.01
2018,4,18,17,62.79
2018,4,18,18,67.08
2018,4,18,19,69.6
2018,4,18,20,71.19
2018,4,18,21,72.72
2018,4,18,22,74.75
2018,4,18,23,76.95
2018,4,19,0,79.0
2018,4,19,1,81.35
2018,4,19,2,83.56
2018,4,19,3,85.13
2018,4,19,4,86.1
2018,4,19,5,86.84
2018,4,19,6,86.65
2018,4,19,7,81.51
2018,4,19,8,75.36
2018,4,19,9,69.83
2018,4,19,10,63.73
2018,4,19,11,60.11
2018,4,19,12,60.79
2018,4,19,13,59.97
2018,4,19,14,60.14
2018,4,19,15,62.15
2018,4,19,16,65.58
2018,4,19,17,71.38
2018,4,19,18,76.88
2018,4,19,19,79.87
2018,4,19,20,80.99
2018,4,19,21,81.65
2018,4,19,22,82.07
2018,4,19,23,82.48
2018,4,20,0,83.52
2018,4,20,1,85.42
2018,4,20,2,88.3
2018,4,20,3,91.9
2018,4,20,4,95.45
2018,4,20,5,97.66
2018,4,20,6,96.74
2018,4,20,7,90.2
2018,4,20,8,82.58
2018,4,20,9,74.66
2018,4,20,10,69.44
2018,4,20,11,67.15
2018,4,20,12,66.77
2018,4,20,13,67.63
2018,4,20,14,69.88
2018,4,20,15,73.29
2018,4,20,16,78.25
2018,4,20,17,84.46
2018,4,20,18,88.88
2018,4,20,19,90.49
2018,4,20,20,90.72
2018,4,20,21,90.65
2018,4,20,22,91.57
2018,4,20,23,92.58
2018,4,21,0,93.14
2018,4,21,1,93.99
2018,4,21,2,94.72
2018,4,21,3,95.22
2018,4,21,4,95.24
2018,4,21,5,94.71
2018,4,21,6,92.79
2018,4,21,7,86.61
2018,4,21,8,80.64
2018,4,21,9,74.5
2018,4,21,10,70.09
2018,4,21,11,67.2
2018,4,21,12,65.59
2018,4,21,13,65.42
2018,4,21,14,66.27
2018,4,21,15,68.06
2018,4,21,16,70.73
2018,4,21,17,74.93
2018,4,21,18,78.18
2018,4,21,19,79.78
2018,4,21,20,80.52
2018,4,21,21,80.77
2018,4,21,22,81.0
2018,4,21,23,81.31
2018,4,22,0,81.71
2018,4,22,1,82.62
2018,4,22,2,83.77
2018,4,22,3,84.52
2018,4,22,4,84.67
2018,4,22,5,84.57
2018,4,22,6,83.55
2018,4,22,7,77.39
2018,4,22,8,69.52
2018,4,22,9,64.29
2018,4,22,10,60.71
2018,4,22,11,58.19
2018,4,22,12,56.65
2018,4,22,13,56.09
2018,4,22,14,56.63
2018,4,22,15,58.05
2018,4,22,16,60.74
2018,4,22,17,66.33
2018,4,22,18,71.36
2018,4,22,19,73.55
2018,4,22,20,74.07
2018,4,22,21,73.31
2018,4,22,22,71.93
2018,4,22,23,69.84
2018,4,23,0,68.87
2018,4,23,1,69.61
2018,4,23,2,71.52
2018,4,23,3,74.02
2018,4,23,4,76.99
2018,4,23,5,79.79
2018,4,23,6,82.75
2018,4,23,7,80.47
2018,4,23,8,73.53
2018,4,23,9,65.19
2018,4,23,10,57.73
2018,4,23,11,53.97
2018,4,23,12,54.25
2018,4,23,13,55.64
2018,4,23,14,57.01
2018,4,23,15,58.8
2018,4,23,16,62.19
2018,4,23,17,68.24
2018,4,23,18,72.96
2018,4,23,19,75.58
2018,4,23,20,75.41
2018,4,23,21,72.84
2018,4,23,22,70.03
2018,4,23,23,70.02
2018,4,24,0,73.01
2018,4,24,1,75.93
2018,4,24,2,78.34
2018,4,24,3,79.9
2018,4,24,4,81.93
2018,4,24,5,84.2
2018,4,24,6,85.65
2018,4,24,7,81.68
2018,4,24,8,74.36
2018,4,24,9,68.42
2018,4,24,10,63.71
2018,4,24,11,59.5
2018,4,24,12,56.5
2018,4,24,13,55.68
2018,4,24,14,56.35
2018,4,24,15,58.61
2018,4,24,16,62.54
2018,4,24,17,69.59
2018,4,24,18,74.92
2018,4,24,19,76.75
2018,4,24,20,75.81
2018,4,24,21,73.7
2018,4,24,22,72.36
2018,4,24,23,71.76
2018,4,25,0,71.68
2018,4,25,1,72.75
2018,4,25,2,75.67
2018,4,25,3,79.78
2018,4,25,4,83.44
2018,4,25,5,87.45
2018,4,25,6,90.3
2018,4,25,7,87.48
2018,4,25,8,84.77
2018,4,25,9,81.72
2018,4,25,10,77.65
2018,4,25,11,73.84
2018,4,25,12,73.13
2018,4,25,13,74.02
2018,4,25,14,75.82
2018,4,25,15,77.87
2018,4,25,16,81.46
2018,4,25,17,87.73
2018,4,25,18,92.29
2018,4,25,19,93.96
2018,4,25,20,92.88
2018,4,25,21,91.29
2018,4,25,22,90.89
2018,4,25,23,91.48
2018,4,26,0,93.67
2018,4,26,1,96.24
2018,4,26,2,98.33
2018,4,26,3,98.15
2018,4,26,4,96.76
2018,4,26,5,94.44
2018,4,26,6,91.03
2018,4,26,7,82.59
2018,4,26,8,73.45
2018,4,26,9,63.66
2018,4,26,10,62.68
2018,4,26,11,65.59
2018,4,26,12,68.75
2018,4,26,13,71.39
2018,4,26,14,73.48
2018,4,26,15,74.35
2018,4,26,16,74.88
2018,4,26,17,75.61
2018,4,26,18,75.16
2018,4,26,19,74.13
2018,4,26,20,72.6
2018,4,26,21,71.85
2018,4,26,22,71.96
2018,4,26,23,72.51
2018,4,27,0,72.94
2018,4,27,1,73.25
2018,4,27,2,75.38
2018,4,27,3,77.14
2018,4,27,4,77.27
2018,4,27,5,76.97
2018,4,27,6,76.18
2018,4,27,7,74.11
2018,4,27,8,71.09
2018,4,27,9,66.93
2018,4,27,10,64.09
2018,4,27,11,62.96
2018,4,27,12,62.54
2018,4,27,13,62.75
2018,4,27,14,63.72
2018,4,27,15,65.41
2018,4,27,16,67.39
2018,4,27,17,69.4
2018,4,27,18,70.2
2018,4,27,19,71.48
2018,4,27,20,73.01
2018,4,27,21,74.24
2018,4,27,22,76.63
2018,4,27,23,77.17
2018,4,28,0,76.38
2018,4,28,1,74.18
2018,4,28,2,74.01
2018,4,28,3,73.45
2018,4,28,4,73.1
2018,4,28,5,73.82
2018,4,28,6,76.18
2018,4,28,7,75.49
2018,4,28,8,72.76
2018,4,28,9,69.98
2018,4,28,10,68.98
2018,4,28,11,67.9
2018,4,28,12,66.54
2018,4,28,13,64.62
2018,4,28,14,63.49
2018,4,28,15,62.88
2018,4,28,16,62.78
2018,4,28,17,63.56
2018,4,28,18,63.62
2018,4,28,19,64.34
2018,4,28,20,65.67
2018,4,28,21,67.04
2018,4,28,22,68.6
2018,4,28,23,70.38
2018,4,29,0,72.47
2018,4,29,1,74.01
2018,4,29,2,74.77
2018,4,29,3,74.7
2018,4,29,4,74.24
2018,4,29,5,73.19
2018,4,29,6,71.32
2018,4,29,7,68.7
2018,4,29,8,64.95
2018,4,29,9,60.59
2018,4,29,10,58.12
2018,4,29,11,56.95
2018,4,29,12,55.96
2018,4,29,13,55.69
2018,4,29,14,56.64
2018,4,29,15,58.34
2018,4,29,16,61.5
