REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/05/01 00:05:00,7430.93,88.89,TRADE
NSW1,2024/05/01 00:10:00,7393.76,88.89,TRADE
NSW1,2024/05/01 00:15:00,7380.1,88.89,TRADE
NSW1,2024/05/01 00:20:00,7381.12,88.89,TRADE
NSW1,2024/05/01 00:25:00,7334.07,86.08,TRADE
NSW1,2024/05/01 00:30:00,7307.1,87.28,TRADE
NSW1,2024/05/01 00:35:00,7237.4,86.17,TRADE
NSW1,2024/05/01 00:40:00,7242.85,86.18,TRADE
NSW1,2024/05/01 00:45:00,7187.1,88.89,TRADE
NSW1,2024/05/01 00:50:00,7204.04,85.66,TRADE
NSW1,2024/05/01 00:55:00,7123.1,61.55,TRADE
NSW1,2024/05/01 01:00:00,7139.29,66.97,TRADE
NSW1,2024/05/01 01:05:00,7119.07,59.73,TRADE
NSW1,2024/05/01 01:10:00,7060.76,61.55,TRADE
NSW1,2024/05/01 01:15:00,7035.93,61.55,TRADE
NSW1,2024/05/01 01:20:00,6997.2,60.18,TRADE
NSW1,2024/05/01 01:25:00,6984.81,61.55,TRADE
NSW1,2024/05/01 01:30:00,6914.17,60.27,TRADE
NSW1,2024/05/01 01:35:00,6831.33,51.94,TRADE
NSW1,2024/05/01 01:40:00,6865.33,61.10,TRADE
NSW1,2024/05/01 01:45:00,6861.42,85.57,TRADE
NSW1,2024/05/01 01:50:00,6826.79,78,TRADE
NSW1,2024/05/01 01:55:00,6833.58,85.57,TRADE
NSW1,2024/05/01 02:00:00,6733.66,78.28,TRADE
NSW1,2024/05/01 02:05:00,6734.12,87.26,TRADE
NSW1,2024/05/01 02:10:00,6661.49,78,TRADE
NSW1,2024/05/01 02:15:00,6614.01,88.58,TRADE
NSW1,2024/05/01 02:20:00,6601.05,62.11,TRADE
NSW1,2024/05/01 02:25:00,6532.96,76.67,TRADE
NSW1,2024/05/01 02:30:00,6521.68,89.30,TRADE
NSW1,2024/05/01 02:35:00,6494.15,84.97,TRADE
NSW1,2024/05/01 02:40:00,6489.01,61.66,TRADE
NSW1,2024/05/01 02:45:00,6446.42,66.85,TRADE
NSW1,2024/05/01 02:50:00,6435.76,78,TRADE
NSW1,2024/05/01 02:55:00,6411.1,62.21,TRADE
NSW1,2024/05/01 03:00:00,6372.75,65.89,TRADE
NSW1,2024/05/01 03:05:00,6376.03,76.72,TRADE
NSW1,2024/05/01 03:10:00,6421.75,76.72,TRADE
NSW1,2024/05/01 03:15:00,6395.91,76.72,TRADE
NSW1,2024/05/01 03:20:00,6379.45,83.71,TRADE
NSW1,2024/05/01 03:25:00,6400.22,78,TRADE
NSW1,2024/05/01 03:30:00,6315.87,76.72,TRADE
NSW1,2024/05/01 03:35:00,6340.75,68.07,TRADE
NSW1,2024/05/01 03:40:00,6384.88,88.26,TRADE
NSW1,2024/05/01 03:45:00,6408.48,102.84,TRADE
NSW1,2024/05/01 03:50:00,6371.94,87.10,TRADE
NSW1,2024/05/01 03:55:00,6397.19,76.72,TRADE
NSW1,2024/05/01 04:00:00,6382.9,87.09,TRADE
NSW1,2024/05/01 04:05:00,6417.7,85.68,TRADE
NSW1,2024/05/01 04:10:00,6577.68,96.13,TRADE
NSW1,2024/05/01 04:15:00,6539.99,87.51,TRADE
NSW1,2024/05/01 04:20:00,6579.86,87.52,TRADE
NSW1,2024/05/01 04:25:00,6585.26,87.62,TRADE
NSW1,2024/05/01 04:30:00,6582.34,88,TRADE
NSW1,2024/05/01 04:35:00,6540.31,79.10,TRADE
NSW1,2024/05/01 04:40:00,6584.8,86.23,TRADE
NSW1,2024/05/01 04:45:00,6550.21,80.20,TRADE
NSW1,2024/05/01 04:50:00,6600.4,86.16,TRADE
NSW1,2024/05/01 04:55:00,6627.24,78.60,TRADE
NSW1,2024/05/01 05:00:00,6593.61,76.72,TRADE
NSW1,2024/05/01 05:05:00,6683.3,85.50,TRADE
NSW1,2024/05/01 05:10:00,6731.64,85.41,TRADE
NSW1,2024/05/01 05:15:00,6786.2,85.60,TRADE
NSW1,2024/05/01 05:20:00,6836.57,99.62,TRADE
NSW1,2024/05/01 05:25:00,6858.46,116,TRADE
NSW1,2024/05/01 05:30:00,6899.04,100.93,TRADE
NSW1,2024/05/01 05:35:00,6894.46,100.16,TRADE
NSW1,2024/05/01 05:40:00,6975.16,100.03,TRADE
NSW1,2024/05/01 05:45:00,7013.59,88,TRADE
NSW1,2024/05/01 05:50:00,7093.75,99.61,TRADE
NSW1,2024/05/01 05:55:00,7135.33,104.65,TRADE
NSW1,2024/05/01 06:00:00,7183.96,115.18,TRADE
NSW1,2024/05/01 06:05:00,7287.02,93.07,TRADE
NSW1,2024/05/01 06:10:00,7423.34,118.69,TRADE
NSW1,2024/05/01 06:15:00,7560.1,162.42,TRADE
NSW1,2024/05/01 06:20:00,7535.66,97,TRADE
NSW1,2024/05/01 06:25:00,7668.02,120.26,TRADE
NSW1,2024/05/01 06:30:00,7804.26,142.81,TRADE
NSW1,2024/05/01 06:35:00,7852.14,164.77,TRADE
NSW1,2024/05/01 06:40:00,7954.37,165.96,TRADE
NSW1,2024/05/01 06:45:00,8012.07,156.68,TRADE
NSW1,2024/05/01 06:50:00,8115.85,166.34,TRADE
NSW1,2024/05/01 06:55:00,8122.33,147.84,TRADE
NSW1,2024/05/01 07:00:00,8192.92,149.04,TRADE
NSW1,2024/05/01 07:05:00,8213.55,149.20,TRADE
NSW1,2024/05/01 07:10:00,8243.88,145.98,TRADE
NSW1,2024/05/01 07:15:00,8248.43,145.98,TRADE
NSW1,2024/05/01 07:20:00,8308.53,145.98,TRADE
NSW1,2024/05/01 07:25:00,8293.57,145.96,TRADE
NSW1,2024/05/01 07:30:00,8318.94,113.52,TRADE
NSW1,2024/05/01 07:35:00,8276.8,94.68,TRADE
NSW1,2024/05/01 07:40:00,8307.12,57.73,TRADE
NSW1,2024/05/01 07:45:00,8348.41,96.54,TRADE
NSW1,2024/05/01 07:50:00,8283.5,98.04,TRADE
NSW1,2024/05/01 07:55:00,8241.93,81.10,TRADE
NSW1,2024/05/01 08:00:00,8185.92,64.68,TRADE
NSW1,2024/05/01 08:05:00,8131.58,43.45,TRADE
NSW1,2024/05/01 08:10:00,8112.66,50.44,TRADE
NSW1,2024/05/01 08:15:00,8082.22,56.74,TRADE
NSW1,2024/05/01 08:20:00,8064.79,77.07,TRADE
NSW1,2024/05/01 08:25:00,8017.23,75.92,TRADE
NSW1,2024/05/01 08:30:00,7948.68,95.27,TRADE
NSW1,2024/05/01 08:35:00,7883.73,68.02,TRADE
NSW1,2024/05/01 08:40:00,7823.26,88.11,TRADE
NSW1,2024/05/01 08:45:00,7746.56,76.05,TRADE
NSW1,2024/05/01 08:50:00,7699.28,76.06,TRADE
NSW1,2024/05/01 08:55:00,7673.02,82.42,TRADE
NSW1,2024/05/01 09:00:00,7601.62,82.01,TRADE
NSW1,2024/05/01 09:05:00,7543.12,76.26,TRADE
NSW1,2024/05/01 09:10:00,7533.34,93.27,TRADE
NSW1,2024/05/01 09:15:00,7559.87,93.35,TRADE
NSW1,2024/05/01 09:20:00,7505.31,92.86,TRADE
NSW1,2024/05/01 09:25:00,7475.22,83.11,TRADE
NSW1,2024/05/01 09:30:00,7394.65,49.56,TRADE
NSW1,2024/05/01 09:35:00,7329.71,8.39,TRADE
NSW1,2024/05/01 09:40:00,7378.44,39.75,TRADE
NSW1,2024/05/01 09:45:00,7268.74,18.86,TRADE
NSW1,2024/05/01 09:50:00,7250.6,19.46,TRADE
NSW1,2024/05/01 09:55:00,7163.53,15.88,TRADE
NSW1,2024/05/01 10:00:00,7199.85,8.96,TRADE
NSW1,2024/05/01 10:05:00,7064.12,9.36,TRADE
NSW1,2024/05/01 10:10:00,6996.2,25,TRADE
NSW1,2024/05/01 10:15:00,6894.31,-6.09,TRADE
NSW1,2024/05/01 10:20:00,6873.47,10,TRADE
NSW1,2024/05/01 10:25:00,6802.72,22.55,TRADE
NSW1,2024/05/01 10:30:00,6823.32,41.49,TRADE
NSW1,2024/05/01 10:35:00,6888.17,56.99,TRADE
NSW1,2024/05/01 10:40:00,6937.71,57.62,TRADE
NSW1,2024/05/01 10:45:00,6862.67,15.21,TRADE
NSW1,2024/05/01 10:50:00,6975.18,49.18,TRADE
NSW1,2024/05/01 10:55:00,6863.26,26.51,TRADE
NSW1,2024/05/01 11:00:00,6867.98,29.73,TRADE
NSW1,2024/05/01 11:05:00,6912.81,58,TRADE
NSW1,2024/05/01 11:10:00,6950.89,237.39,TRADE
NSW1,2024/05/01 11:15:00,6965.67,240,TRADE
NSW1,2024/05/01 11:20:00,6913.84,-44.12,TRADE
NSW1,2024/05/01 11:25:00,7048,101.59,TRADE
NSW1,2024/05/01 11:30:00,6891.04,24.07,TRADE
NSW1,2024/05/01 11:35:00,6884.12,25,TRADE
NSW1,2024/05/01 11:40:00,7043.88,101.59,TRADE
NSW1,2024/05/01 11:45:00,7008.91,39.75,TRADE
NSW1,2024/05/01 11:50:00,7009.31,37.74,TRADE
NSW1,2024/05/01 11:55:00,7008.46,39.75,TRADE
NSW1,2024/05/01 12:00:00,6958.09,25,TRADE
NSW1,2024/05/01 12:05:00,6902.61,25,TRADE
NSW1,2024/05/01 12:10:00,6993.61,58,TRADE
NSW1,2024/05/01 12:15:00,6957.56,56.99,TRADE
NSW1,2024/05/01 12:20:00,6886.31,25,TRADE
NSW1,2024/05/01 12:25:00,6988.72,58,TRADE
NSW1,2024/05/01 12:30:00,7019.37,58,TRADE
NSW1,2024/05/01 12:35:00,6937.77,49.56,TRADE
NSW1,2024/05/01 12:40:00,6951.05,39.75,TRADE
NSW1,2024/05/01 12:45:00,6893.04,39.75,TRADE
NSW1,2024/05/01 12:50:00,6902.05,39.75,TRADE
NSW1,2024/05/01 12:55:00,6869.55,20.02,TRADE
NSW1,2024/05/01 13:00:00,6849.12,21.54,TRADE
NSW1,2024/05/01 13:05:00,6836.79,25,TRADE
NSW1,2024/05/01 13:10:00,6851.37,25,TRADE
NSW1,2024/05/01 13:15:00,6871.15,20.40,TRADE
NSW1,2024/05/01 13:20:00,6889.42,31.50,TRADE
NSW1,2024/05/01 13:25:00,6894.33,56.99,TRADE
NSW1,2024/05/01 13:30:00,6867.72,40.23,TRADE
NSW1,2024/05/01 13:35:00,6883.08,40,TRADE
NSW1,2024/05/01 13:40:00,6957.28,71.41,TRADE
NSW1,2024/05/01 13:45:00,6894.98,58,TRADE
NSW1,2024/05/01 13:50:00,6796.21,39.75,TRADE
NSW1,2024/05/01 13:55:00,6915.6,58,TRADE
NSW1,2024/05/01 14:00:00,6987.41,56.99,TRADE
NSW1,2024/05/01 14:05:00,6962.75,42.77,TRADE
NSW1,2024/05/01 14:10:00,6915.87,52.15,TRADE
NSW1,2024/05/01 14:15:00,6972.08,68.23,TRADE
NSW1,2024/05/01 14:20:00,6992.43,52.82,TRADE
