REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/03/01 00:05:00,8174.29,88.89,TRADE
NSW1,2024/03/01 00:10:00,8213.13,90.75,TRADE
NSW1,2024/03/01 00:15:00,8179.04,93.11,TRADE
NSW1,2024/03/01 00:20:00,8027.1,82.98,TRADE
NSW1,2024/03/01 00:25:00,7915.87,88,TRADE
NSW1,2024/03/01 00:30:00,7956.26,88.88,TRADE
NSW1,2024/03/01 00:35:00,7906.26,88,TRADE
NSW1,2024/03/01 00:40:00,7807.54,88,TRADE
NSW1,2024/03/01 00:45:00,7718.49,88,TRADE
NSW1,2024/03/01 00:50:00,7740.83,88.65,TRADE
NSW1,2024/03/01 00:55:00,7704.46,95.52,TRADE
NSW1,2024/03/01 01:00:00,7574.49,93.09,TRADE
NSW1,2024/03/01 01:05:00,7530.29,81.40,TRADE
NSW1,2024/03/01 01:10:00,7551.5,88.65,TRADE
NSW1,2024/03/01 01:15:00,7522.92,98.31,TRADE
NSW1,2024/03/01 01:20:00,7445.5,100.65,TRADE
NSW1,2024/03/01 01:25:00,7451.66,115.68,TRADE
NSW1,2024/03/01 01:30:00,7449.29,111.98,TRADE
NSW1,2024/03/01 01:35:00,7389.3,101.36,TRADE
NSW1,2024/03/01 01:40:00,7392.42,99.72,TRADE
NSW1,2024/03/01 01:45:00,7326.6,100.01,TRADE
NSW1,2024/03/01 01:50:00,7283.78,98.46,TRADE
NSW1,2024/03/01 01:55:00,7296.19,98.53,TRADE
NSW1,2024/03/01 02:00:00,7188.05,93.74,TRADE
NSW1,2024/03/01 02:05:00,7204.53,96.48,TRADE
NSW1,2024/03/01 02:10:00,7232.3,100.01,TRADE
NSW1,2024/03/01 02:15:00,7167.1,96.43,TRADE
NSW1,2024/03/01 02:20:00,7193.92,98.14,TRADE
NSW1,2024/03/01 02:25:00,7152.89,99.93,TRADE
NSW1,2024/03/01 02:30:00,7162.18,100.01,TRADE
NSW1,2024/03/01 02:35:00,7130.38,100.01,TRADE
NSW1,2024/03/01 02:40:00,7093.52,98.65,TRADE
NSW1,2024/03/01 02:45:00,7055.42,97.35,TRADE
NSW1,2024/03/01 02:50:00,7124.43,100.01,TRADE
NSW1,2024/03/01 02:55:00,7074.92,97.34,TRADE
NSW1,2024/03/01 03:00:00,7092.34,99.21,TRADE
NSW1,2024/03/01 03:05:00,7104.68,100.01,TRADE
NSW1,2024/03/01 03:10:00,7041.9,94.47,TRADE
NSW1,2024/03/01 03:15:00,7088.12,98.40,TRADE
NSW1,2024/03/01 03:20:00,7117.83,98.41,TRADE
NSW1,2024/03/01 03:25:00,7135.23,99.27,TRADE
NSW1,2024/03/01 03:30:00,7110.33,99.81,TRADE
NSW1,2024/03/01 03:35:00,7108.68,96.60,TRADE
NSW1,2024/03/01 03:40:00,7059.98,94.71,TRADE
NSW1,2024/03/01 03:45:00,7087.16,89.96,TRADE
NSW1,2024/03/01 03:50:00,7120.27,88.46,TRADE
NSW1,2024/03/01 03:55:00,7140.62,88.79,TRADE
NSW1,2024/03/01 04:00:00,7079.14,88,TRADE
