REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/09/01 00:05:00,6867.97,57,TRADE
NSW1,2024/09/01 00:10:00,6884.82,57,TRADE
NSW1,2024/09/01 00:15:00,6877.92,57,TRADE
NSW1,2024/09/01 00:20:00,6832.09,54.39,TRADE
NSW1,2024/09/01 00:25:00,6800.31,57,TRADE
NSW1,2024/09/01 00:30:00,6797.36,57,TRADE
NSW1,2024/09/01 00:35:00,6767.85,57,TRADE
NSW1,2024/09/01 00:40:00,6848.41,57,TRADE
NSW1,2024/09/01 00:45:00,6762.34,54.39,TRADE
NSW1,2024/09/01 00:50:00,6782.11,57,TRADE
NSW1,2024/09/01 00:55:00,6733.33,55.98,TRADE
NSW1,2024/09/01 01:00:00,6769.16,57,TRADE
NSW1,2024/09/01 01:05:00,6702.95,57.48,TRADE
NSW1,2024/09/01 01:10:00,6673.15,57,TRADE
NSW1,2024/09/01 01:15:00,6689.92,57,TRADE
NSW1,2024/09/01 01:20:00,6577.26,56.98,TRADE
NSW1,2024/09/01 01:25:00,6561.94,57,TRADE
NSW1,2024/09/01 01:30:00,6531.81,57,TRADE
NSW1,2024/09/01 01:35:00,6442.27,37.76,TRADE
NSW1,2024/09/01 01:40:00,6507.39,56.98,TRADE
NSW1,2024/09/01 01:45:00,6398.93,34.39,TRADE
NSW1,2024/09/01 01:50:00,6388.51,36.59,TRADE
NSW1,2024/09/01 01:55:00,6299.68,35.88,TRADE
NSW1,2024/09/01 02:00:00,6269.24,-45.01,TRADE
NSW1,2024/09/01 02:05:00,6238.89,35.88,TRADE
NSW1,2024/09/01 02:10:00,6342.04,59.36,TRADE
NSW1,2024/09/01 02:15:00,6325.52,56.98,TRADE
NSW1,2024/09/01 02:20:00,6290.79,56.59,TRADE
NSW1,2024/09/01 02:25:00,6207.73,55.71,TRADE
NSW1,2024/09/01 02:30:00,6184.23,35.88,TRADE
NSW1,2024/09/01 02:35:00,6155.69,54.01,TRADE
NSW1,2024/09/01 02:40:00,6201.72,57,TRADE
NSW1,2024/09/01 02:45:00,6106.19,36.59,TRADE
NSW1,2024/09/01 02:50:00,6057.19,34.39,TRADE
NSW1,2024/09/01 02:55:00,6017.25,34.39,TRADE
NSW1,2024/09/01 03:00:00,6058.87,35.88,TRADE
NSW1,2024/09/01 03:05:00,5989.15,-41.88,TRADE
NSW1,2024/09/01 03:10:00,5997.76,35.88,TRADE
NSW1,2024/09/01 03:15:00,6053.14,56.50,TRADE
NSW1,2024/09/01 03:20:00,6053.65,55.61,TRADE
NSW1,2024/09/01 03:25:00,5990.21,34.39,TRADE
NSW1,2024/09/01 03:30:00,5988.66,35.88,TRADE
NSW1,2024/09/01 03:35:00,6005,56.98,TRADE
NSW1,2024/09/01 03:40:00,6024.82,47.01,TRADE
NSW1,2024/09/01 03:45:00,5917.97,-19.35,TRADE
