REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/12/01 00:05:00,7020.14,105.61,TRADE
NSW1,2024/12/01 00:10:00,7049.46,104.95,TRADE
NSW1,2024/12/01 00:15:00,6996.36,110.02,TRADE
NSW1,2024/12/01 00:20:00,6924.1,104.50,TRADE
NSW1,2024/12/01 00:25:00,6894.04,104.89,TRADE
NSW1,2024/12/01 00:30:00,6968.97,99.06,TRADE
NSW1,2024/12/01 00:35:00,6814.75,104.89,TRADE
NSW1,2024/12/01 00:40:00,6834.39,119.05,TRADE
NSW1,2024/12/01 00:45:00,6803.91,106.54,TRADE
NSW1,2024/12/01 00:50:00,6781.37,104.97,TRADE
NSW1,2024/12/01 00:55:00,6629.15,110.02,TRADE
NSW1,2024/12/01 01:00:00,6651.32,110.02,TRADE
NSW1,2024/12/01 01:05:00,6624.54,110.02,TRADE
NSW1,2024/12/01 01:10:00,6634.64,110.02,TRADE
NSW1,2024/12/01 01:15:00,6608.8,114.37,TRADE
NSW1,2024/12/01 01:20:00,6596.55,115.17,TRADE
NSW1,2024/12/01 01:25:00,6533.37,110.02,TRADE
NSW1,2024/12/01 01:30:00,6494.44,110.02,TRADE
NSW1,2024/12/01 01:35:00,6472.55,112.57,TRADE
NSW1,2024/12/01 01:40:00,6457.5,148,TRADE
NSW1,2024/12/01 01:45:00,6480.73,110.02,TRADE
NSW1,2024/12/01 01:50:00,6422.28,117.08,TRADE
NSW1,2024/12/01 01:55:00,6454.06,108.43,TRADE
NSW1,2024/12/01 02:00:00,6371.04,110.02,TRADE
NSW1,2024/12/01 02:05:00,6420.19,110.02,TRADE
NSW1,2024/12/01 02:10:00,6392.78,104.39,TRADE
NSW1,2024/12/01 02:15:00,6383.8,94.39,TRADE
NSW1,2024/12/01 02:20:00,6312.35,95.08,TRADE
NSW1,2024/12/01 02:25:00,6355.79,103.52,TRADE
NSW1,2024/12/01 02:30:00,6373.46,87.73,TRADE
NSW1,2024/12/01 02:35:00,6370.77,102.62,TRADE
NSW1,2024/12/01 02:40:00,6274.43,100.29,TRADE
NSW1,2024/12/01 02:45:00,6295.89,102.16,TRADE
NSW1,2024/12/01 02:50:00,6299.53,100.42,TRADE
NSW1,2024/12/01 02:55:00,6314.7,102.63,TRADE
NSW1,2024/12/01 03:00:00,6319.36,103.23,TRADE
NSW1,2024/12/01 03:05:00,6198.21,89.12,TRADE
NSW1,2024/12/01 03:10:00,6302.53,110.02,TRADE
NSW1,2024/12/01 03:15:00,6287.89,106,TRADE
NSW1,2024/12/01 03:20:00,6293.62,103.19,TRADE
NSW1,2024/12/01 03:25:00,6267.32,102.01,TRADE
NSW1,2024/12/01 03:30:00,6219.78,87.50,TRADE
NSW1,2024/12/01 03:35:00,6217.51,80,TRADE
NSW1,2024/12/01 03:40:00,6264.18,87.50,TRADE
NSW1,2024/12/01 03:45:00,6152.53,80,TRADE
NSW1,2024/12/01 03:50:00,6251.71,87.50,TRADE
NSW1,2024/12/01 03:55:00,6225.28,87.50,TRADE
NSW1,2024/12/01 04:00:00,6168.6,87.50,TRADE
NSW1,2024/12/01 04:05:00,6245.81,112.78,TRADE
NSW1,2024/12/01 04:10:00,6322.9,114.36,TRADE
NSW1,2024/12/01 04:15:00,6321.72,110.02,TRADE
NSW1,2024/12/01 04:20:00,6277.58,110.02,TRADE
NSW1,2024/12/01 04:25:00,6299.76,110.02,TRADE
NSW1,2024/12/01 04:30:00,6290.16,105.32,TRADE
NSW1,2024/12/01 04:35:00,6234.38,80,TRADE
NSW1,2024/12/01 04:40:00,6288.96,80,TRADE
NSW1,2024/12/01 04:45:00,6273.95,80,TRADE
NSW1,2024/12/01 04:50:00,6239.06,80,TRADE
NSW1,2024/12/01 04:55:00,6216.26,80,TRADE
NSW1,2024/12/01 05:00:00,6259.81,87.89,TRADE
NSW1,2024/12/01 05:05:00,6209.1,80,TRADE
NSW1,2024/12/01 05:10:00,6223.07,80,TRADE
NSW1,2024/12/01 05:15:00,6122.09,80,TRADE
NSW1,2024/12/01 05:20:00,6219.7,80,TRADE
NSW1,2024/12/01 05:25:00,6176.33,83.65,TRADE
NSW1,2024/12/01 05:30:00,6234.86,87.50,TRADE
NSW1,2024/12/01 05:35:00,6182.23,87.50,TRADE
NSW1,2024/12/01 05:40:00,6300.24,81.14,TRADE
NSW1,2024/12/01 05:45:00,6340.03,87.50,TRADE
NSW1,2024/12/01 05:50:00,6186.47,76,TRADE
NSW1,2024/12/01 05:55:00,6264.23,78.17,TRADE
NSW1,2024/12/01 06:00:00,6242.24,76.58,TRADE
NSW1,2024/12/01 06:05:00,6217.87,74.26,TRADE
NSW1,2024/12/01 06:10:00,6213.02,56.98,TRADE
NSW1,2024/12/01 06:15:00,6175.3,73.83,TRADE
NSW1,2024/12/01 06:20:00,6206.11,56.98,TRADE
NSW1,2024/12/01 06:25:00,6148.64,80,TRADE
NSW1,2024/12/01 06:30:00,6194.4,80,TRADE
NSW1,2024/12/01 06:35:00,6016.64,76.72,TRADE
NSW1,2024/12/01 06:40:00,6048.44,80,TRADE
NSW1,2024/12/01 06:45:00,5994.9,77.19,TRADE
NSW1,2024/12/01 06:50:00,5960,74.52,TRADE
NSW1,2024/12/01 06:55:00,5865.1,76,TRADE
NSW1,2024/12/01 07:00:00,5888.64,75.98,TRADE
NSW1,2024/12/01 07:05:00,5823.94,71.93,TRADE
NSW1,2024/12/01 07:10:00,5958.61,76.72,TRADE
NSW1,2024/12/01 07:15:00,5967.08,76,TRADE
NSW1,2024/12/01 07:20:00,6007.37,73.76,TRADE
NSW1,2024/12/01 07:25:00,5935.69,56.98,TRADE
NSW1,2024/12/01 07:30:00,6037.35,67.94,TRADE
NSW1,2024/12/01 07:35:00,5910.41,54.42,TRADE
NSW1,2024/12/01 07:40:00,6033.09,76.72,TRADE
NSW1,2024/12/01 07:45:00,5991.57,59.69,TRADE
NSW1,2024/12/01 07:50:00,5923.86,56.98,TRADE
NSW1,2024/12/01 07:55:00,5888.25,56.98,TRADE
NSW1,2024/12/01 08:00:00,5876.49,47.32,TRADE
NSW1,2024/12/01 08:05:00,5828.25,76.72,TRADE
NSW1,2024/12/01 08:10:00,5881.13,97.56,TRADE
NSW1,2024/12/01 08:15:00,5829.31,76.72,TRADE
NSW1,2024/12/01 08:20:00,5817.31,76,TRADE
NSW1,2024/12/01 08:25:00,5803.32,57.01,TRADE
NSW1,2024/12/01 08:30:00,5981.02,76,TRADE
NSW1,2024/12/01 08:35:00,5996.17,57.52,TRADE
NSW1,2024/12/01 08:40:00,6106.72,76.72,TRADE
NSW1,2024/12/01 08:45:00,6065.66,59.82,TRADE
NSW1,2024/12/01 08:50:00,6148.06,76,TRADE
