REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/07/01 00:05:00,8298.26,61.62,TRADE
NSW1,2024/07/01 00:10:00,8490.6,123.79,TRADE
NSW1,2024/07/01 00:15:00,8464.58,108.67,TRADE
NSW1,2024/07/01 00:20:00,8431.6,103.62,TRADE
NSW1,2024/07/01 00:25:00,8465.31,104.25,TRADE
NSW1,2024/07/01 00:30:00,8355.28,64.63,TRADE
NSW1,2024/07/01 00:35:00,8265.58,62.27,TRADE
NSW1,2024/07/01 00:40:00,8223.45,62.27,TRADE
NSW1,2024/07/01 00:45:00,8230.49,76.57,TRADE
NSW1,2024/07/01 00:50:00,8163.73,70.36,TRADE
NSW1,2024/07/01 00:55:00,8135.75,61.86,TRADE
NSW1,2024/07/01 01:00:00,8058.15,60.73,TRADE
NSW1,2024/07/01 01:05:00,7981.66,61.62,TRADE
NSW1,2024/07/01 01:10:00,8029.97,57.97,TRADE
NSW1,2024/07/01 01:15:00,7940.73,61.62,TRADE
NSW1,2024/07/01 01:20:00,7911.83,61.62,TRADE
NSW1,2024/07/01 01:25:00,7835.79,61.62,TRADE
NSW1,2024/07/01 01:30:00,7775.87,56.88,TRADE
NSW1,2024/07/01 01:35:00,7652.03,57.97,TRADE
NSW1,2024/07/01 01:40:00,7683.81,61.62,TRADE
NSW1,2024/07/01 01:45:00,7626.54,57.97,TRADE
NSW1,2024/07/01 01:50:00,7556.39,56.92,TRADE
NSW1,2024/07/01 01:55:00,7598.85,61.97,TRADE
NSW1,2024/07/01 02:00:00,7578.74,62.48,TRADE
NSW1,2024/07/01 02:05:00,7609.93,76.57,TRADE
NSW1,2024/07/01 02:10:00,7489.65,60.99,TRADE
NSW1,2024/07/01 02:15:00,7485.24,57.96,TRADE
NSW1,2024/07/01 02:20:00,7471.6,57.97,TRADE
NSW1,2024/07/01 02:25:00,7465.18,56.92,TRADE
NSW1,2024/07/01 02:30:00,7421.39,57,TRADE
NSW1,2024/07/01 02:35:00,7334.96,60.69,TRADE
NSW1,2024/07/01 02:40:00,7291.13,57.97,TRADE
NSW1,2024/07/01 02:45:00,7306.47,61.62,TRADE
NSW1,2024/07/01 02:50:00,7300.82,62.28,TRADE
NSW1,2024/07/01 02:55:00,7311.64,60.99,TRADE
NSW1,2024/07/01 03:00:00,7258.94,61.92,TRADE
NSW1,2024/07/01 03:05:00,7293.19,89.32,TRADE
NSW1,2024/07/01 03:10:00,7298.69,100.33,TRADE
NSW1,2024/07/01 03:15:00,7264.87,76.62,TRADE
NSW1,2024/07/01 03:20:00,7270.66,61.88,TRADE
NSW1,2024/07/01 03:25:00,7213.97,76.62,TRADE
NSW1,2024/07/01 03:30:00,7163.65,61.93,TRADE
NSW1,2024/07/01 03:35:00,7143.5,61.62,TRADE
NSW1,2024/07/01 03:40:00,7168.24,61.92,TRADE
NSW1,2024/07/01 03:45:00,7206.32,61.90,TRADE
NSW1,2024/07/01 03:50:00,7196.9,76.62,TRADE
NSW1,2024/07/01 03:55:00,7210.47,76.62,TRADE
NSW1,2024/07/01 04:00:00,7131.41,57.97,TRADE
NSW1,2024/07/01 04:05:00,7188.4,50.86,TRADE
NSW1,2024/07/01 04:10:00,7261.72,54,TRADE
NSW1,2024/07/01 04:15:00,7264.97,54,TRADE
NSW1,2024/07/01 04:20:00,7280.59,56.98,TRADE
NSW1,2024/07/01 04:25:00,7236.44,51.25,TRADE
NSW1,2024/07/01 04:30:00,7278.92,54,TRADE
NSW1,2024/07/01 04:35:00,7251.13,54,TRADE
NSW1,2024/07/01 04:40:00,7372,56.98,TRADE
NSW1,2024/07/01 04:45:00,7360.6,55,TRADE
NSW1,2024/07/01 04:50:00,7498.46,62.46,TRADE
NSW1,2024/07/01 04:55:00,7420.5,61.26,TRADE
NSW1,2024/07/01 05:00:00,7594.36,88.60,TRADE
NSW1,2024/07/01 05:05:00,7612.42,58,TRADE
NSW1,2024/07/01 05:10:00,7802.41,89.18,TRADE
NSW1,2024/07/01 05:15:00,7849.21,87.94,TRADE
NSW1,2024/07/01 05:20:00,7916.27,86.30,TRADE
NSW1,2024/07/01 05:25:00,7909.37,76.72,TRADE
NSW1,2024/07/01 05:30:00,7996.94,78,TRADE
NSW1,2024/07/01 05:35:00,8071.9,85.66,TRADE
NSW1,2024/07/01 05:40:00,8242.99,86.33,TRADE
NSW1,2024/07/01 05:45:00,8271.76,84.31,TRADE
NSW1,2024/07/01 05:50:00,8454.61,122.52,TRADE
NSW1,2024/07/01 05:55:00,8555.83,122.22,TRADE
NSW1,2024/07/01 06:00:00,8502.02,86.70,TRADE
NSW1,2024/07/01 06:05:00,8669.6,60.49,TRADE
NSW1,2024/07/01 06:10:00,8895.67,87.55,TRADE
NSW1,2024/07/01 06:15:00,9108.98,105.27,TRADE
NSW1,2024/07/01 06:20:00,9256.04,141.84,TRADE
NSW1,2024/07/01 06:25:00,9401.33,158.93,TRADE
NSW1,2024/07/01 06:30:00,9414.48,87.50,TRADE
NSW1,2024/07/01 06:35:00,9572.8,99.50,TRADE
NSW1,2024/07/01 06:40:00,9705.97,171.88,TRADE
NSW1,2024/07/01 06:45:00,9880.84,221.01,TRADE
NSW1,2024/07/01 06:50:00,10059.61,291.41,TRADE
NSW1,2024/07/01 06:55:00,10189.04,299.99,TRADE
NSW1,2024/07/01 07:00:00,10267.19,299.98,TRADE
NSW1,2024/07/01 07:05:00,10418.12,299.99,TRADE
NSW1,2024/07/01 07:10:00,10387.86,297.53,TRADE
NSW1,2024/07/01 07:15:00,10572.26,297.58,TRADE
NSW1,2024/07/01 07:20:00,10686.18,299.99,TRADE
NSW1,2024/07/01 07:25:00,10715.36,299.99,TRADE
NSW1,2024/07/01 07:30:00,10776.8,299.99,TRADE
NSW1,2024/07/01 07:35:00,10760.77,318.35,TRADE
NSW1,2024/07/01 07:40:00,10858.91,324.99,TRADE
NSW1,2024/07/01 07:45:00,10935.98,324.99,TRADE
NSW1,2024/07/01 07:50:00,10819.26,328.30,TRADE
NSW1,2024/07/01 07:55:00,11014.91,325.96,TRADE
NSW1,2024/07/01 08:00:00,10913.05,322.33,TRADE
NSW1,2024/07/01 08:05:00,10966.25,299.99,TRADE
NSW1,2024/07/01 08:10:00,10917.93,299.99,TRADE
NSW1,2024/07/01 08:15:00,10855.64,293.35,TRADE
NSW1,2024/07/01 08:20:00,10852.28,291.62,TRADE
