REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/10/01 00:05:00,7403.93,104.10,TRADE
NSW1,2024/10/01 00:10:00,7428.33,104.20,TRADE
NSW1,2024/10/01 00:15:00,7348.39,103.59,TRADE
NSW1,2024/10/01 00:20:00,7352.13,103.23,TRADE
NSW1,2024/10/01 00:25:00,7363.21,103.98,TRADE
NSW1,2024/10/01 00:30:00,7249.99,86.34,TRADE
NSW1,2024/10/01 00:35:00,7179.77,106.43,TRADE
NSW1,2024/10/01 00:40:00,7262.76,106.80,TRADE
NSW1,2024/10/01 00:45:00,7179.43,87.89,TRADE
NSW1,2024/10/01 00:50:00,7225.12,104.47,TRADE
NSW1,2024/10/01 00:55:00,7073.69,87.89,TRADE
NSW1,2024/10/01 01:00:00,7084.44,100.11,TRADE
NSW1,2024/10/01 01:05:00,7122.48,104.23,TRADE
NSW1,2024/10/01 01:10:00,7119.37,103.49,TRADE
NSW1,2024/10/01 01:15:00,7076.98,87.50,TRADE
NSW1,2024/10/01 01:20:00,7073.4,87.89,TRADE
NSW1,2024/10/01 01:25:00,7038.42,87.89,TRADE
NSW1,2024/10/01 01:30:00,6954.88,83.81,TRADE
NSW1,2024/10/01 01:35:00,6860.03,87.89,TRADE
NSW1,2024/10/01 01:40:00,6909.62,90.54,TRADE
NSW1,2024/10/01 01:45:00,6866.31,87.89,TRADE
NSW1,2024/10/01 01:50:00,6811.2,84.48,TRADE
NSW1,2024/10/01 01:55:00,6743.79,76,TRADE
NSW1,2024/10/01 02:00:00,6784.68,76,TRADE
NSW1,2024/10/01 02:05:00,6724.12,76,TRADE
NSW1,2024/10/01 02:10:00,6702.54,91.22,TRADE
NSW1,2024/10/01 02:15:00,6674.94,73.10,TRADE
NSW1,2024/10/01 02:20:00,6638.2,70.51,TRADE
NSW1,2024/10/01 02:25:00,6592.95,76,TRADE
NSW1,2024/10/01 02:30:00,6579.37,73.46,TRADE
NSW1,2024/10/01 02:35:00,6611.16,80.52,TRADE
NSW1,2024/10/01 02:40:00,6591.01,85.60,TRADE
NSW1,2024/10/01 02:45:00,6515.06,87.50,TRADE
NSW1,2024/10/01 02:50:00,6468.79,87.50,TRADE
NSW1,2024/10/01 02:55:00,6466.06,94.39,TRADE
NSW1,2024/10/01 03:00:00,6452.55,93.71,TRADE
NSW1,2024/10/01 03:05:00,6348.44,76,TRADE
NSW1,2024/10/01 03:10:00,6365.15,103,TRADE
NSW1,2024/10/01 03:15:00,6428.65,103,TRADE
NSW1,2024/10/01 03:20:00,6383.74,103,TRADE
NSW1,2024/10/01 03:25:00,6419.23,103,TRADE
NSW1,2024/10/01 03:30:00,6396.95,99.05,TRADE
