REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/06/01 00:05:00,7858.6,180.60,TRADE
NSW1,2024/06/01 00:10:00,7789.24,155.86,TRADE
NSW1,2024/06/01 00:15:00,7729.08,163.82,TRADE
NSW1,2024/06/01 00:20:00,7659.32,167.92,TRADE
NSW1,2024/06/01 00:25:00,7693.98,182.18,TRADE
NSW1,2024/06/01 00:30:00,7617.67,149.53,TRADE
NSW1,2024/06/01 00:35:00,7622.74,147.80,TRADE
NSW1,2024/06/01 00:40:00,7651.23,149.46,TRADE
NSW1,2024/06/01 00:45:00,7567.22,151.32,TRADE
NSW1,2024/06/01 00:50:00,7619.29,151.55,TRADE
NSW1,2024/06/01 00:55:00,7491.18,147.81,TRADE
NSW1,2024/06/01 01:00:00,7524.52,165.12,TRADE
NSW1,2024/06/01 01:05:00,7475.15,158.19,TRADE
NSW1,2024/06/01 01:10:00,7452.59,149.14,TRADE
NSW1,2024/06/01 01:15:00,7470.34,148.87,TRADE
NSW1,2024/06/01 01:20:00,7411.67,134.99,TRADE
NSW1,2024/06/01 01:25:00,7350.85,133.92,TRADE
NSW1,2024/06/01 01:30:00,7343.39,134.99,TRADE
NSW1,2024/06/01 01:35:00,7279.81,131.98,TRADE
NSW1,2024/06/01 01:40:00,7214.39,149.37,TRADE
NSW1,2024/06/01 01:45:00,7246,177.30,TRADE
NSW1,2024/06/01 01:50:00,7165.97,145.07,TRADE
NSW1,2024/06/01 01:55:00,7085.04,122.62,TRADE
NSW1,2024/06/01 02:00:00,7009.12,105,TRADE
NSW1,2024/06/01 02:05:00,6996.27,105.35,TRADE
NSW1,2024/06/01 02:10:00,6955.99,90.07,TRADE
NSW1,2024/06/01 02:15:00,6957.27,105,TRADE
NSW1,2024/06/01 02:20:00,6930.35,78,TRADE
NSW1,2024/06/01 02:25:00,6889.74,78,TRADE
NSW1,2024/06/01 02:30:00,6813.42,78,TRADE
NSW1,2024/06/01 02:35:00,6785.46,86.90,TRADE
NSW1,2024/06/01 02:40:00,6857.44,85.97,TRADE
NSW1,2024/06/01 02:45:00,6793.98,85.97,TRADE
NSW1,2024/06/01 02:50:00,6753.47,78,TRADE
NSW1,2024/06/01 02:55:00,6691.17,82.72,TRADE
NSW1,2024/06/01 03:00:00,6719.49,85.97,TRADE
NSW1,2024/06/01 03:05:00,6662.76,76.72,TRADE
NSW1,2024/06/01 03:10:00,6714.09,78,TRADE
NSW1,2024/06/01 03:15:00,6703.09,104.19,TRADE
NSW1,2024/06/01 03:20:00,6709.79,85.97,TRADE
NSW1,2024/06/01 03:25:00,6722.04,97.45,TRADE
NSW1,2024/06/01 03:30:00,6709.2,85.97,TRADE
NSW1,2024/06/01 03:35:00,6601.03,76.72,TRADE
NSW1,2024/06/01 03:40:00,6662.13,76.72,TRADE
NSW1,2024/06/01 03:45:00,6684.12,85,TRADE
NSW1,2024/06/01 03:50:00,6715.05,85.97,TRADE
NSW1,2024/06/01 03:55:00,6710.65,90.33,TRADE
NSW1,2024/06/01 04:00:00,6637.37,66.11,TRADE
NSW1,2024/06/01 04:05:00,6553.03,62.70,TRADE
NSW1,2024/06/01 04:10:00,6661.77,65.24,TRADE
NSW1,2024/06/01 04:15:00,6706.62,96.40,TRADE
NSW1,2024/06/01 04:20:00,6654.38,78.82,TRADE
NSW1,2024/06/01 04:25:00,6698.09,107.50,TRADE
NSW1,2024/06/01 04:30:00,6611.32,85,TRADE
NSW1,2024/06/01 04:35:00,6660.88,85,TRADE
NSW1,2024/06/01 04:40:00,6689.73,88.79,TRADE
NSW1,2024/06/01 04:45:00,6783.89,86.90,TRADE
NSW1,2024/06/01 04:50:00,6787.28,105,TRADE
NSW1,2024/06/01 04:55:00,6776,85.97,TRADE
NSW1,2024/06/01 05:00:00,6795.7,85.97,TRADE
NSW1,2024/06/01 05:05:00,6800.29,85.97,TRADE
NSW1,2024/06/01 05:10:00,6783.01,85.97,TRADE
NSW1,2024/06/01 05:15:00,6793.34,85.97,TRADE
NSW1,2024/06/01 05:20:00,6781.37,85.97,TRADE
NSW1,2024/06/01 05:25:00,6742.78,85.97,TRADE
NSW1,2024/06/01 05:30:00,6746.9,63.31,TRADE
NSW1,2024/06/01 05:35:00,6723.54,65.37,TRADE
NSW1,2024/06/01 05:40:00,6834.22,85.97,TRADE
NSW1,2024/06/01 05:45:00,6872.58,90.08,TRADE
NSW1,2024/06/01 05:50:00,6882.38,76.72,TRADE
NSW1,2024/06/01 05:55:00,6892.91,85,TRADE
NSW1,2024/06/01 06:00:00,6923.27,85,TRADE
NSW1,2024/06/01 06:05:00,6957.17,85,TRADE
NSW1,2024/06/01 06:10:00,6961.72,63.52,TRADE
NSW1,2024/06/01 06:15:00,6976.55,107.02,TRADE
NSW1,2024/06/01 06:20:00,7032.77,107.63,TRADE
NSW1,2024/06/01 06:25:00,7086.02,108.27,TRADE
NSW1,2024/06/01 06:30:00,7203,163.81,TRADE
NSW1,2024/06/01 06:35:00,7200.71,139,TRADE
NSW1,2024/06/01 06:40:00,7180.46,105.74,TRADE
NSW1,2024/06/01 06:45:00,7350.96,108.62,TRADE
NSW1,2024/06/01 06:50:00,7381.87,108.63,TRADE
NSW1,2024/06/01 06:55:00,7433.32,142.64,TRADE
NSW1,2024/06/01 07:00:00,7484.89,141.80,TRADE
NSW1,2024/06/01 07:05:00,7429.41,104.32,TRADE
NSW1,2024/06/01 07:10:00,7474.47,109.73,TRADE
NSW1,2024/06/01 07:15:00,7588.43,110.49,TRADE
NSW1,2024/06/01 07:20:00,7673.69,158.87,TRADE
NSW1,2024/06/01 07:25:00,7725.59,233.14,TRADE
NSW1,2024/06/01 07:30:00,7736.98,205.66,TRADE
NSW1,2024/06/01 07:35:00,7762.35,142.64,TRADE
NSW1,2024/06/01 07:40:00,7870.68,152.48,TRADE
NSW1,2024/06/01 07:45:00,7948.64,141.74,TRADE
NSW1,2024/06/01 07:50:00,7891.87,110.68,TRADE
NSW1,2024/06/01 07:55:00,7899.96,143.49,TRADE
NSW1,2024/06/01 08:00:00,7937.39,109.88,TRADE
NSW1,2024/06/01 08:05:00,8045.56,151.23,TRADE
NSW1,2024/06/01 08:10:00,8235.65,151.21,TRADE
NSW1,2024/06/01 08:15:00,8249.13,155.78,TRADE
NSW1,2024/06/01 08:20:00,8200.69,154.31,TRADE
NSW1,2024/06/01 08:25:00,8248.11,147.55,TRADE
NSW1,2024/06/01 08:30:00,8278.6,142.91,TRADE
NSW1,2024/06/01 08:35:00,8291.58,142.71,TRADE
NSW1,2024/06/01 08:40:00,8195.04,109.95,TRADE
NSW1,2024/06/01 08:45:00,8287.11,133.12,TRADE
NSW1,2024/06/01 08:50:00,8257.18,123.41,TRADE
NSW1,2024/06/01 08:55:00,8230.22,103.51,TRADE
NSW1,2024/06/01 09:00:00,8287.47,105,TRADE
NSW1,2024/06/01 09:05:00,8276.05,104.71,TRADE
NSW1,2024/06/01 09:10:00,8375.29,120.63,TRADE
NSW1,2024/06/01 09:15:00,8430.01,103.59,TRADE
NSW1,2024/06/01 09:20:00,8416.96,103.76,TRADE
NSW1,2024/06/01 09:25:00,8394.2,86.79,TRADE
NSW1,2024/06/01 09:30:00,8369.69,88.10,TRADE
NSW1,2024/06/01 09:35:00,8456.94,103.60,TRADE
NSW1,2024/06/01 09:40:00,8525.9,104.59,TRADE
NSW1,2024/06/01 09:45:00,8513.89,87.84,TRADE
NSW1,2024/06/01 09:50:00,8470.11,82.23,TRADE
NSW1,2024/06/01 09:55:00,8501.58,64.76,TRADE
NSW1,2024/06/01 10:00:00,8499.27,65.71,TRADE
NSW1,2024/06/01 10:05:00,8495.36,76.72,TRADE
NSW1,2024/06/01 10:10:00,8577.56,85,TRADE
NSW1,2024/06/01 10:15:00,8560.5,85,TRADE
NSW1,2024/06/01 10:20:00,8527.89,78.92,TRADE
NSW1,2024/06/01 10:25:00,8484.49,102.04,TRADE
